cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm_dom_ctss	tss.num	shape.index	nCTSSs	nTSSs
4848	chr3R	24960833	24960834	+	1	24960834	11.5207230274671	11.5207230274671	4848	2	1	30
4849	chr3R	24974082	24974083	+	1	24974083	21.4540495784629	21.4540495784629	4849	2	1	56
4850	chr3R	24974109	24974121	+	2	24974110	3.09597083890017	1.54798541945008	4850	1	2	8
4851	chr3R	24981026	24981030	+	2	24981030	6.5578052450933	4.62447495273345	4851	1.12601895187264	2	17
4852	chr3R	24982289	24982309	+	3	24982296	5.02863158718747	2.3183783756711	4852	0.473765090050478	3	13
4853	chr3R	24983845	24983846	+	1	24983846	17.2542937442294	17.2542937442294	4853	2	1	45
4854	chr3R	24987540	24987541	+	1	24987541	6.15918280477931	6.15918280477931	4854	2	1	16
4855	chr3R	24987749	24987750	+	1	24987750	6.54261381066948	6.54261381066948	4855	2	1	17
4856	chr3R	24988133	24988137	+	2	24988134	4.25003805190202	3.08777025983574	4856	1.15464906337756	2	11
4857	chr3R	24989532	24989548	+	2	24989533	2.32453558413257	1.16226779206629	4857	1	2	6
4858	chr3R	25023274	25023279	+	2	25023279	3.48064616773738	2.3183783756711	4858	1.08170416594551	2	9
4859	chr3R	25045883	25045887	+	2	25045884	5.40440402919964	3.85641860974955	4859	1.13687943143337	2	14
4860	chr3R	25045937	25045938	+	1	25045938	9.99009540998002	9.99009540998002	4860	2	1	26
4861	chr3R	25045985	25045993	+	2	25045993	5.4027814599407	4.24051366787441	4861	1.25040474274052	2	14
4862	chr3R	25046200	25046221	+	2	25046221	3.86636379512118	2.3183783756711	4862	1.02904940554533	2	10
4863	chr3R	25046258	25046267	+	2	25046259	7.71149350395172	5.00831368017223	4863	1.06593194462451	2	20
4864	chr3R	25046380	25046384	+	2	25046381	12.30041150033	11.1381437082637	4864	1.55113551127697	2	32
4865	chr3R	25046447	25046505	+	6	25046482	556.48338421632	543.355827002473	4865	1.79004724564728	6	1470
4866	chr3R	25047563	25047567	+	2	25047567	11.1674964849515	6.15918280477931	4866	1.0077333612805	2	29
4867	chr3R	25047709	25047722	+	2	25047722	5.02155819945058	2.70317982377949	4867	1.00427254791507	2	13
4868	chr3R	25047756	25047793	+	6	25047786	59.8716508174969	21.0723943832629	4868	-0.150010902241042	6	156
4869	chr3R	25309672	25309692	+	2	25309673	3.09597083890017	1.54798541945008	4869	1	2	8
4870	chr3R	25324505	25324514	+	2	25324514	4.25116524322957	2.70317982377949	4870	1.05433969539936	2	11
4871	chr3R	25417556	25417557	+	1	25417557	9.60730269598138	9.60730269598138	4871	2	1	25
4872	chr3R	25417837	25417845	+	2	25417845	2.71025321151637	1.54798541945008	4872	0.594360937770434	3	8
4873	chr3R	25419555	25419562	+	2	25419562	2.71025321151637	1.54798541945008	4873	0.594360937770434	3	8
4874	chr3R	25419687	25419691	+	2	25419688	5.01868640181584	3.85641860974955	4874	1.22065016270791	2	13
4875	chr3R	25424642	25424646	+	2	25424646	3.48064616773738	2.3183783756711	4875	1.08170416594551	2	9
4876	chr3R	25444784	25444785	+	1	25444785	6.15918280477931	6.15918280477931	4876	2	1	16
4877	chr3R	25446422	25446441	+	2	25446441	2.71025321151637	1.54798541945008	4877	1.01477186396575	2	7
4878	chr3R	25497378	25497401	+	3	25497381	244.967273472489	236.107984708854	4878	1.70537794390802	5	648
4879	chr3R	25497922	25497923	+	1	25497923	14.197493831883	14.197493831883	4879	2	1	37
4880	chr3R	25497967	25497971	+	2	25497968	33.3493817615137	24.124930389434	4880	1.1502488627467	2	87
4881	chr3R	25562686	25562687	+	1	25562687	5.00831368017223	5.00831368017223	4881	2	1	13
4882	chr3R	25563983	25563984	+	1	25563984	12.6681743880866	12.6681743880866	4882	2	1	33
4883	chr3R	25610053	25610054	+	1	25610054	11.1381437082637	11.1381437082637	4883	2	1	29
4884	chr3R	25628914	25628918	+	2	25628918	14.6103200125397	11.1381437082637	4884	1.21025074633748	2	38
4885	chr3R	25651438	25651439	+	1	25651439	6.54261381066948	6.54261381066948	4885	2	1	17
4886	chr3R	25689133	25689134	+	1	25689134	31.3690483401686	31.3690483401686	4886	2	1	82
4887	chr3R	25689557	25689558	+	1	25689558	5.77566002886195	5.77566002886195	4887	2	1	15
4888	chr3R	25732093	25732103	+	2	25732103	11.9234257023399	9.99009540998002	4888	1.36261250077781	2	31
4889	chr3R	25759016	25759017	+	1	25759017	24.887824761235	24.887824761235	4889	2	1	65
4890	chr3R	25823646	25823647	+	1	25823647	9.22445137207965	9.22445137207965	4890	2	1	24
4891	chr3R	25830673	25830674	+	1	25830674	85.7418018334839	85.7418018334839	4891	2	1	225
4892	chr3R	25830701	25830715	+	2	25830702	44.754175733692	40.1297007809585	4892	1.52292869378067	2	117
4893	chr3R	25835521	25835522	+	1	25835522	22.2172821914374	22.2172821914374	4893	2	1	58
4894	chr3R	25836007	25836008	+	1	25836008	6.92595847127459	6.92595847127459	4894	2	1	18
4895	chr3R	25867477	25867478	+	1	25867478	5.77566002886195	5.77566002886195	4895	2	1	15
4896	chr3R	25874323	25874341	+	2	25874324	4.25170866803095	2.3183783756711	4896	1.00596978852304	2	11
4897	chr3R	25878702	25878703	+	1	25878703	5.00831368017223	5.00831368017223	4897	2	1	13
4898	chr3R	25884029	25884030	+	1	25884030	7.69240752725689	7.69240752725689	4898	2	1	20
4899	chr3R	25935045	25935073	+	3	25935046	3.87252100358266	1.54798541945008	4899	0.429049405545332	3	10
4900	chr3R	25936219	25936237	+	3	25936223	6.56908597164567	3.08777025983574	4900	0.152579879947826	4	19
4901	chr3R	25936284	25936285	+	1	25936285	8.4585628685967	8.4585628685967	4901	2	1	22
4902	chr3R	25945987	25946007	+	2	25945988	3.48064616773738	2.3183783756711	4902	1.08170416594551	2	9
4903	chr3R	25946873	25946912	+	4	25946897	25.3367192421938	20.3090038342817	4903	0.997136843529118	4	66
4904	chr3R	26187672	26187676	+	2	26187676	12.6861291277138	11.1381437082637	4904	1.46716493696578	2	33
4905	chr3R	26214545	26214587	+	8	26214549	1121.61957670419	841.994533514712	4905	1.04322798516728	9	2967
4906	chr3R	26216116	26216154	+	3	26216135	8.10391176459837	5.00831368017223	4906	0.0949535827226544	5	25
4907	chr3R	26216181	26216182	+	1	26216182	18.781887601298	18.781887601298	4907	2	1	49
4908	chr3R	26216228	26216229	+	1	26216229	11.1381437082637	11.1381437082637	4908	2	1	29
4909	chr3R	26358280	26358284	+	2	26358281	6.17535612805551	3.47217630427602	4909	1.0113005917115	2	16
4910	chr3R	26358327	26358328	+	1	26358328	202.065261741835	202.065261741835	4910	2	1	532
4911	chr3R	26388894	26388895	+	1	26388895	7.30922160650763	7.30922160650763	4911	2	1	19
4912	chr3R	26398196	26398201	+	2	26398201	13.8304421801529	12.6681743880866	4912	1.58618314969637	2	36
4913	chr3R	26518411	26518412	+	1	26518412	8.84153898526358	8.84153898526358	4913	2	1	23
4914	chr3R	26632861	26632862	+	1	26632862	12.6681743880866	12.6681743880866	4914	2	1	33
4915	chr3R	26645116	26645117	+	1	26645117	8.07552011196818	8.07552011196818	4915	2	1	21
4916	chr3R	26761001	26761002	+	1	26761002	11.1381437082637	11.1381437082637	4916	2	1	29
4917	chr3R	26881236	26881247	+	3	26881247	5.02863158718747	2.3183783756711	4917	0.473765090050478	3	13
4918	chr3R	27019076	27019077	+	1	27019077	5.77566002886195	5.77566002886195	4918	2	1	15
4919	chr3R	27029384	27029385	+	1	27029385	6.15918280477931	6.15918280477931	4919	2	1	16
4920	chr3R	27039180	27039181	+	1	27039181	15.3440638979909	15.3440638979909	4920	2	1	40
4921	chr3R	27056388	27056413	+	4	27056413	28.4398051653945	15.7261795296873	4921	0.406621443744607	4	74
4922	chr3R	27281038	27281039	+	1	27281039	5.39203933188174	5.39203933188174	4922	2	1	14
4923	chr3R	27324954	27324955	+	1	27324955	11.90325354315	11.90325354315	4923	2	1	31
4924	chr3R	27330672	27330673	+	1	27330673	5.00831368017223	5.00831368017223	4924	2	1	13
4925	chr3R	27332663	27332679	+	2	27332679	5.02110055219558	3.08777025983574	4925	0.600418769353936	3	15
4926	chr3R	27399756	27399757	+	1	27399757	7.69240752725689	7.69240752725689	4926	2	1	20
4927	chr3R	27399798	27399799	+	1	27399799	10.7555138954498	10.7555138954498	4927	2	1	28
4928	chr3R	27555572	27555586	+	2	27555586	27.9653290274013	26.0319987350414	4928	1.44527615856358	4	75
4929	chr3R	27555780	27555808	+	3	27555795	12.7135080794525	7.69240752725689	4929	0.414951336546007	4	35
4930	chr3R	27559276	27559295	+	2	27559277	2.32453558413257	1.16226779206629	4930	1	2	6
4931	chr3R	27573389	27573390	+	1	27573390	29.8445614657546	29.8445614657546	4931	2	1	78
4932	chr3R	27576488	27576506	+	2	27576489	3.86636379512118	2.3183783756711	4932	1.02904940554533	2	10
4933	chr3R	27600301	27600302	+	1	27600302	16.8723158102368	16.8723158102368	4933	2	1	44
4934	chr3R	27600430	27600431	+	1	27600431	9.22445137207965	9.22445137207965	4934	2	1	24
4935	chr3R	27619994	27619995	+	1	27619995	5.00831368017223	5.00831368017223	4935	2	1	13
4936	chr3R	27623546	27623556	+	2	27623556	3.48064616773738	2.3183783756711	4936	1.08170416594551	2	9
4937	chr3R	27623720	27623724	+	2	27623721	3.86544761584577	2.70317982377949	4937	1.11870910076931	2	10
4938	chr3R	27631145	27631149	+	2	27631146	25.7138547955004	16.8723158102368	4938	1.07207373804002	2	67
4939	chr3R	27631177	27631178	+	1	27631178	7.30922160650763	7.30922160650763	4939	2	1	19
4940	chr3R	27814997	27815010	+	2	27814998	3.09559808442614	1.93333029235985	4940	1.04556599707504	2	8
4941	chr3R	27878552	27878553	+	1	27878553	12.6681743880866	12.6681743880866	4941	2	1	33
4942	chr3R	27878621	27878622	+	1	27878622	8.84153898526358	8.84153898526358	4942	2	1	23
4943	chr3R	27878968	27878978	+	3	27878978	51.2277749871686	47.3611144024489	4943	1.542415462056	3	134
4944	chr3R	27879138	27879139	+	1	27879139	6.15918280477931	6.15918280477931	4944	2	1	16
4945	chr3R	27879403	27879404	+	1	27879404	26.7946735303018	26.7946735303018	4945	2	1	70
4946	chr3R	27879464	27879479	+	3	27879468	7.33706477748694	3.85641860974955	4946	0.567016878943995	3	19
4947	chr3R	27879915	27879921	+	2	27879921	10.3918931609565	8.4585628685967	4947	1.30871013059421	2	27
4948	chr3R	27880162	27880221	+	4	27880201	8.88746434731677	3.08777025983574	4948	0.0468474125848892	4	23
4949	chr3R	27880278	27880279	+	1	27880279	5.39203933188174	5.39203933188174	4949	2	1	14
4950	chr3R	27880634	27880658	+	3	27880635	41.0058737859319	30.6068413655129	4950	0.945078778469118	3	107
4951	chr3R	136197	136203	-	2	136203	2.71025321151637	1.54798541945008	4951	1.01477186396575	2	7
4952	chr3R	155918	155919	-	1	155919	7.30922160650763	7.30922160650763	4952	2	1	19
4953	chr3R	223644	223661	-	4	223661	12.7242320567863	6.15918280477931	4953	0.115389063321811	5	35
4954	chr3R	224381	224383	-	2	224383	5.02110055219558	3.08777025983574	4954	1.03876339527712	2	13
4955	chr3R	255748	255749	-	1	255749	22.980414084685	22.980414084685	4955	2	1	60
4956	chr3R	255860	255862	-	2	255861	11.5509274908417	6.54261381066948	4956	1.01286222562781	2	30
4957	chr3R	258683	258687	-	4	258686	25.0054968656749	9.99009540998002	4957	0.222278604561998	4	65
4958	chr3R	267983	267985	-	2	267985	22.6240429254669	20.6907126331071	4958	1.38686209835948	3	61
4959	chr3R	268625	268646	-	2	268626	4.63651011613933	2.70317982377949	4959	0.568439715716685	3	14
4960	chr3R	269961	269965	-	3	269962	7.33893550306531	3.08777025983574	4960	0.470571668367111	3	19
4961	chr3R	271924	271928	-	4	271927	29.1891617843826	18.781887601298	4961	0.61771818210962	4	76
4962	chr3R	273653	273660	-	3	273654	6.56814714317619	3.47217630427602	4962	0.531909218336767	3	17
4963	chr3R	276559	276567	-	5	276566	710.199511920262	696.314981079368	4963	1.82062778051651	6	1879
4964	chr3R	279045	279050	-	3	279046	17.6829558059706	13.4329177540685	4964	0.795866522096287	4	48
4965	chr3R	292449	292454	-	5	292450	7.73918158830236	1.93333029235985	4965	-0.285475297227334	5	20
4966	chr3R	292495	292496	-	1	292496	8.07552011196818	8.07552011196818	4966	2	1	21
4967	chr3R	296999	297004	-	2	297004	5.02155819945058	2.70317982377949	4967	1.00427254791507	2	13
4968	chr3R	464940	464944	-	2	464941	3.8666605847197	1.93333029235985	4968	0.516644245018312	3	12
4969	chr3R	467144	467147	-	2	467147	3.48131571180993	1.93333029235985	4969	1.00892394016178	2	9
4970	chr3R	467238	467243	-	4	467241	10.4263103592329	3.47217630427602	4970	0.0613754614405222	4	27
4971	chr3R	539578	539580	-	2	539580	5.0201617237261	3.47217630427602	4971	1.10950835978051	2	13
4972	chr3R	539870	539873	-	3	539872	36.8180642257235	25.269238088717	4972	0.816994319323415	3	96
4973	chr3R	545653	545663	-	3	545654	5.79877790820562	2.70317982377949	4973	0.494176899791716	3	15
4974	chr3R	549315	549316	-	1	549316	5.00831368017223	5.00831368017223	4974	2	1	13
4975	chr3R	549613	549615	-	2	549615	2.71025321151637	1.54798541945008	4975	1.01477186396575	2	7
4976	chr3R	557603	557605	-	2	557605	6.55430712394803	5.39203933188174	4976	1.32770518292436	2	17
4977	chr3R	563490	563508	-	2	563491	2.71025321151637	1.54798541945008	4977	1.01477186396575	2	7
4978	chr3R	569006	569008	-	2	569007	5.78674274479974	4.62447495273345	4978	0.985902344426084	3	16
4979	chr3R	615420	615426	-	2	615421	3.86544761584577	2.70317982377949	4979	1.11870910076931	2	10
4980	chr3R	615499	615500	-	1	615500	12.6681743880866	12.6681743880866	4980	2	1	33
4981	chr3R	615526	615528	-	2	615527	8.85467531932318	7.69240752725689	4981	1.21476455760846	3	24
4982	chr3R	615642	615643	-	1	615643	6.92595847127459	6.92595847127459	4982	2	1	18
4983	chr3R	615998	616001	-	3	616000	13.8613443285374	8.4585628685967	4983	0.744411968479751	3	36
4984	chr3R	647136	647139	-	2	647139	8.09521915566123	5.39203933188174	4984	1.08170416594551	2	21
4985	chr3R	647165	647166	-	1	647166	38.2258985271447	38.2258985271447	4985	2	1	100
4986	chr3R	775547	775553	-	3	775549	4.64358350387622	1.93333029235985	4986	-0.594117891631186	7	18
4987	chr3R	775603	775607	-	2	775604	3.48131571180993	1.93333029235985	4987	1.00892394016178	2	9
4988	chr3R	778245	778247	-	2	778247	6.94285332840455	4.62447495273345	4988	1.08170416594551	2	18
4989	chr3R	778365	778381	-	4	778380	38.0032644067682	21.0723943832629	4989	0.428840668090625	4	99
4990	chr3R	778408	778410	-	2	778409	3.86544761584577	2.70317982377949	4990	1.11870910076931	2	10
4991	chr3R	911293	911295	-	2	911294	3.09559808442614	1.93333029235985	4991	1.04556599707504	2	8
4992	chr3R	1047536	1047537	-	1	1047537	5.77566002886195	5.77566002886195	4992	1.47744062546306	2	17
4993	chr3R	1049000	1049010	-	7	1049001	177.803241759544	159.669567881863	4993	1.28653622571161	7	467
4994	chr3R	1063691	1063692	-	1	1063692	5.00831368017223	5.00831368017223	4994	2	1	13
4995	chr3R	1064367	1064387	-	4	1064372	9.26981479913443	4.24051366787441	4995	0.151012010922472	4	24
4996	chr3R	1064456	1064457	-	1	1064457	22.5988605119568	22.5988605119568	4996	1.87770840293063	2	60
4997	chr3R	1064513	1064531	-	2	1064514	3.09597083890017	1.54798541945008	4997	0.607852776335466	3	9
4998	chr3R	1064749	1064751	-	2	1064751	61.1308864305849	54.5882726199154	4998	1.46006740424914	3	161
4999	chr3R	1108897	1108898	-	1	1108898	5.39203933188174	5.39203933188174	4999	2	1	14
5000	chr3R	1179570	1179574	-	2	1179571	2.32453558413257	1.16226779206629	5000	1	2	6
5001	chr3R	1180447	1180479	-	7	1180479	55.2980258765191	21.4540495784629	5001	-0.251615473418051	7	144
5002	chr3R	1182814	1182815	-	1	1182815	18.781887601298	18.781887601298	5002	1.761315488649	2	51
5003	chr3R	1284469	1284470	-	1	1284470	15.3440638979909	15.3440638979909	5003	2	1	40
5004	chr3R	1291398	1291404	-	6	1291402	363.589957677603	212.280236899536	5004	0.658140563789093	6	956
5005	chr3R	1291441	1291459	-	4	1291442	18.4759520200014	11.1381437082637	5005	0.449127840130157	4	48
5006	chr3R	1292830	1292833	-	2	1292833	6.17058147223852	5.00831368017223	5006	1.30378773987485	2	16
5007	chr3R	1296359	1296360	-	1	1296360	6.92595847127459	6.92595847127459	5007	1.70252775108071	2	19
5008	chr3R	1299367	1299369	-	2	1299368	4.63444409634231	3.47217630427602	5008	1.18872187554087	2	12
5009	chr3R	1369335	1369337	-	2	1369337	3.48064616773738	2.3183783756711	5009	1.08170416594551	2	9
5010	chr3R	1369417	1369419	-	2	1369419	10.0065482880468	8.4585628685967	5010	1.17501974265211	3	27
5011	chr3R	1373484	1373500	-	5	1373497	31.523645247442	14.9619117069052	5011	0.147891559148617	5	82
5012	chr3R	1379977	1379978	-	1	1379978	9.22445137207965	9.22445137207965	5012	1.75770781091759	2	25
5013	chr3R	1390548	1390550	-	2	1390550	24.5242111157552	23.3619433236889	5013	1.72702914208593	2	64
5014	chr3R	1405993	1406011	-	2	1405994	3.09559808442614	1.93333029235985	5014	1.04556599707504	2	8
5015	chr3R	1407052	1407055	-	2	1407053	3.48131571180993	1.93333029235985	5015	0.639035952556319	3	10
5016	chr3R	1421717	1421721	-	3	1421718	16.9301954312914	8.07552011196818	5016	0.709480092232355	3	44
5017	chr3R	1422914	1422931	-	3	1422915	6.18336834426187	3.08777025983574	5017	-0.0182155146751497	5	19
5018	chr3R	1432260	1432270	-	4	1432261	22.6677267795252	17.2542937442294	5018	0.586767581409932	6	62
5019	chr3R	1438077	1438088	-	2	1438078	3.48131571180993	1.93333029235985	5019	0.639035952556319	3	10
5020	chr3R	1438533	1438536	-	3	1438534	18.8461131255693	10.7555138954498	5020	0.713714770555581	3	49
5021	chr3R	1491273	1491277	-	2	1491274	3.86544761584577	2.70317982377949	5021	1.11870910076931	2	10
5022	chr3R	1538892	1538902	-	2	1538893	3.09597083890017	1.54798541945008	5022	1	2	8
5023	chr3R	1565920	1565934	-	2	1565921	2.32453558413257	1.16226779206629	5023	1	2	6
5024	chr3R	1580497	1580500	-	3	1580498	261.536837815628	256.902393719285	5024	1.85919186281881	3	689
5025	chr3R	1580865	1580870	-	3	1580867	26.1049170631001	18.4000354603643	5025	0.946654156367819	3	68
5026	chr3R	1613096	1613098	-	2	1613097	19.9773959945943	12.6681743880866	5026	1.05293775674847	2	52
5027	chr3R	1613173	1613178	-	2	1613178	24.5242111157552	23.3619433236889	5027	1.72702914208593	2	64
5028	chr3R	1620041	1620044	-	3	1620043	22.2877573896448	15.3440638979909	5028	0.807232040301876	3	58
5029	chr3R	1647135	1647139	-	3	1647139	25.7287522934835	17.6362391963443	5029	0.854709174513263	3	67
5030	chr3R	1675579	1675581	-	2	1675580	5.79095008361522	3.08777025983574	5030	1.00320836801836	2	15
5031	chr3R	1826457	1826458	-	1	1826458	34.7981232271552	34.7981232271552	5031	2	1	91
5032	chr3R	1826813	1826814	-	1	1826814	5.77566002886195	5.77566002886195	5032	1.66270993338299	2	16
5033	chr3R	1826915	1826919	-	2	1826919	3.09559808442614	1.93333029235985	5033	1.04556599707504	2	8
5034	chr3R	1920731	1920747	-	3	1920732	9.64491769707405	4.24051366787441	5034	0.348522926239058	4	26
5035	chr3R	1926569	1926581	-	2	1926570	5.4027814599407	4.24051366787441	5035	1.25040474274052	2	14
5036	chr3R	2171305	2171310	-	2	2171306	5.7897489021094	3.85641860974955	5036	0.431681744297156	4	18
5037	chr3R	2171624	2171630	-	2	2171630	5.02110055219558	3.08777025983574	5037	1.03876339527712	2	13
5038	chr3R	2481811	2481814	-	2	2481814	3.09559808442614	1.93333029235985	5038	1.04556599707504	2	8
5039	chr3R	2482128	2482130	-	2	2482129	10.010785902928	7.69240752725689	5039	1.22065016270791	2	26
5040	chr3R	2483173	2483174	-	1	2483174	5.00831368017223	5.00831368017223	5040	2	1	13
5041	chr3R	2517300	2517302	-	2	2517301	4.6367567513422	2.3183783756711	5041	0.685679513293821	3	13
5042	chr3R	2517454	2517456	-	2	2517456	9.62573781961674	7.69240752725689	5042	0.950601474584089	3	27
5043	chr3R	2521190	2521191	-	1	2521191	8.4585628685967	8.4585628685967	5043	2	1	22
5044	chr3R	2521970	2521972	-	2	2521972	3.09559808442614	1.93333029235985	5044	0.648355884846608	3	9
5045	chr3R	2892828	2892831	-	3	2892830	48.6912754534038	24.887824761235	5045	0.535933575997823	3	127
5046	chr3R	2900154	2900158	-	3	2900158	116.570380100166	110.783637355366	5046	1.68239373344175	3	306
5047	chr3R	2903767	2903769	-	2	2903768	9.63278863290568	5.00831368017223	5047	1.0011544640048	2	25
5048	chr3R	2903846	2903851	-	3	2903851	6.56814714317619	3.47217630427602	5048	0.303926388167733	4	18
5049	chr3R	2905134	2905166	-	5	2905156	12.3562734760267	4.24051366787441	5049	-0.15788747516902	5	32
5050	chr3R	2911827	2911829	-	2	2911829	8.47148939857392	7.30922160650763	5050	1.05943376001183	3	24
5051	chr3R	2923715	2923716	-	1	2923716	7.30922160650763	7.30922160650763	5051	2	1	19
5052	chr3R	2924865	2924867	-	2	2924866	4.25170866803095	2.3183783756711	5052	1.00596978852304	2	11
5053	chr3R	2924925	2924928	-	2	2924926	2.32453558413257	1.16226779206629	5053	1	2	6
5054	chr3R	2925121	2925137	-	3	2925137	8.10596128372019	4.24051366787441	5054	0.279051946620247	4	23
5055	chr3R	2940806	2940808	-	2	2940807	14.5951855461348	13.4329177540685	5055	1.60154072590476	2	38
5056	chr3R	2941158	2941159	-	1	2941159	22.5988605119568	22.5988605119568	5056	2	1	59
5057	chr3R	2941439	2941441	-	2	2941440	13.4480046281699	12.2857368361036	5057	1.57799948311685	2	35
5058	chr3R	2953755	2953758	-	3	2953756	4.25823863096646	1.54798541945008	5058	0.04993624356379	4	13
5059	chr3R	2971786	2971787	-	1	2971787	8.84153898526358	8.84153898526358	5059	2	1	23
5060	chr3R	2972004	2972006	-	2	2972005	5.0201617237261	3.47217630427602	5060	1.10950835978051	2	13
5061	chr3R	2974389	2974397	-	2	2974397	2.71025321151637	1.54798541945008	5061	0.153560655328985	4	10
5062	chr3R	3075453	3075470	-	3	3075470	41.3941327588861	29.4633935860134	5062	0.756634688807238	5	110
5063	chr3R	3298280	3298281	-	1	3298281	9.22445137207965	9.22445137207965	5063	2	1	24
5064	chr3R	3478324	3478325	-	1	3478325	6.92595847127459	6.92595847127459	5064	2	1	18
5065	chr3R	3728783	3728784	-	1	3728784	10.3728317779009	10.3728317779009	5065	2	1	27
5066	chr3R	3728839	3728841	-	2	3728841	3.48131571180993	1.93333029235985	5066	1.00892394016178	2	9
5067	chr3R	3809630	3809632	-	2	3809631	2.71025321151637	1.54798541945008	5067	1.01477186396575	2	7
5068	chr3R	3814614	3814617	-	2	3814617	9.24433684694569	6.92595847127459	5068	1.18872187554087	2	24
5069	chr3R	3821429	3821483	-	19	3821479	111.486231042349	20.3090038342817	5069	-1.74887244747472	22	294
5070	chr3R	3838921	3838922	-	1	3838922	5.77566002886195	5.77566002886195	5070	2	1	15
5071	chr3R	3844565	3844582	-	3	3844569	5.79877790820562	2.70317982377949	5071	0.494176899791716	3	15
5072	chr3R	3846032	3846033	-	1	3846033	5.39203933188174	5.39203933188174	5072	2	1	14
5073	chr3R	4089379	4089385	-	2	4089380	6.93792782092824	5.77566002886195	5073	1.0867170358349	3	19
5074	chr3R	4165694	4165706	-	2	4165706	5.02110055219558	3.08777025983574	5074	0.600418769353936	3	15
5075	chr3R	4166734	4166735	-	1	4166735	6.54261381066948	6.54261381066948	5075	2	1	17
5076	chr3R	4188263	4188264	-	1	4188264	5.00831368017223	5.00831368017223	5076	1.43349049344709	2	15
5077	chr3R	4208231	4208232	-	1	4208232	9.99009540998002	9.99009540998002	5077	2	1	26
5078	chr3R	4212623	4212624	-	1	4212624	18.0181528754949	18.0181528754949	5078	2	1	47
5079	chr3R	4422073	4422076	-	2	4422074	2.32453558413257	1.16226779206629	5079	1	2	6
5080	chr3R	4474458	4474459	-	1	4474459	5.00831368017223	5.00831368017223	5080	1.43349049344709	2	15
5081	chr3R	4475254	4475257	-	2	4475255	3.09559808442614	1.93333029235985	5081	0.514524702772666	3	10
5082	chr3R	4482458	4482471	-	3	4482469	4.64358350387622	1.93333029235985	5082	-0.1492553971685	5	15
5083	chr3R	4482866	4482868	-	2	4482868	43.6713317699003	22.2172821914374	5083	1.00022203278811	2	114
5084	chr3R	4488081	4488093	-	2	4488082	2.71025321151637	1.54798541945008	5084	1.01477186396575	2	7
5085	chr3R	4502384	4502386	-	2	4502385	8.09403840453305	5.77566002886195	5085	1.13687943143337	2	21
5086	chr3R	4555590	4555599	-	2	4555591	3.86544761584577	2.70317982377949	5086	1.11870910076931	2	10
5087	chr3R	4555674	4555687	-	2	4555687	2.71025321151637	1.54798541945008	5087	0.469506943242517	3	9
5088	chr3R	4557402	4557403	-	1	4557403	6.15918280477931	6.15918280477931	5088	1.6772430411026	2	17
5089	chr3R	4641158	4641168	-	2	4641168	5.02110055219558	3.08777025983574	5089	1.03876339527712	2	13
5090	chr3R	4641341	4641343	-	2	4641343	10.0124014302871	7.30922160650763	5090	1.15964132839088	2	26
5091	chr3R	4641443	4641445	-	2	4641444	6.9436934916539	4.24051366787441	5091	1.03592123519177	2	18
5092	chr3R	4641719	4641721	-	2	4641720	6.55629909962231	5.00831368017223	5092	1.21287341379873	2	17
5093	chr3R	4643474	4643475	-	1	4643475	16.8723158102368	16.8723158102368	5093	2	1	44
5094	chr3R	4643501	4643514	-	2	4643502	5.0201617237261	3.47217630427602	5094	1.10950835978051	2	13
5095	chr3R	4643537	4643573	-	7	4643545	41.9427446676827	9.60730269598138	5095	-0.798896556502969	10	113
5096	chr3R	4643595	4643596	-	1	4643596	39.3682224571729	39.3682224571729	5096	2	1	103
5097	chr3R	4644694	4644696	-	2	4644695	2.32453558413257	1.16226779206629	5097	1	2	6
5098	chr3R	4657868	4657869	-	1	4657869	14.197493831883	14.197493831883	5098	2	1	37
5099	chr3R	4663664	4663665	-	1	4663665	10.3728317779009	10.3728317779009	5099	2	1	27
5100	chr3R	4664387	4664388	-	1	4664388	9.22445137207965	9.22445137207965	5100	2	1	24
5101	chr3R	4674733	4674734	-	1	4674734	6.54261381066948	6.54261381066948	5101	1.69045657084967	2	18
5102	chr3R	4677861	4677862	-	1	4677862	5.77566002886195	5.77566002886195	5102	2	1	15
5103	chr3R	4770736	4770740	-	3	4770737	7.33893550306531	3.08777025983574	5103	0.470571668367111	3	19
5104	chr3R	4831893	4831912	-	4	4831897	17.7243574507153	6.92595847127459	5104	0.0127428045686293	5	47
5105	chr3R	4831935	4831942	-	4	4831942	388.099541168132	382.302829279724	5105	1.86968550122619	4	1024
5106	chr3R	4836057	4836058	-	1	4836058	5.00831368017223	5.00831368017223	5106	2	1	13
5107	chr3R	4840595	4840596	-	1	4840596	5.39203933188174	5.39203933188174	5107	2	1	14
5108	chr3R	4844719	4844720	-	1	4844720	6.15918280477931	6.15918280477931	5108	2	1	16
5109	chr3R	4844881	4844897	-	2	4844882	2.32453558413257	1.16226779206629	5109	0.108938887927347	4	9
5110	chr3R	4845081	4845084	-	2	4845082	2.71025321151637	1.54798541945008	5110	1.01477186396575	2	7
5111	chr3R	4895568	4895578	-	3	4895578	9.25697574067189	5.77566002886195	5111	0.673912474635702	3	24
5112	chr3R	5057995	5058011	-	2	5057996	2.32453558413257	1.16226779206629	5112	0.551184364274815	3	7
5113	chr3R	5083545	5083547	-	2	5083546	3.09597083890017	1.54798541945008	5113	1	2	8
