chr	pos	strand	fly
chr3L	1773670	-	3
chr3L	1773696	+	1
chr3L	1773738	-	1
chr3L	1773823	-	1
chr3L	1773947	-	1
chr3L	1774263	-	3
chr3L	1774299	-	1
chr3L	1774354	-	4
chr3L	1774355	-	1
chr3L	1774566	-	1
chr3L	1774603	+	2
chr3L	1774715	-	1
chr3L	1774830	-	1
chr3L	1774981	-	2
chr3L	1775017	-	1
chr3L	1776032	+	2
chr3L	1776560	-	1
chr3L	1777437	+	10
chr3L	1777658	-	2
chr3L	1778224	+	2
chr3L	1778650	-	2
chr3L	1778652	-	4
chr3L	1778653	-	1
chr3L	1778757	-	1
chr3L	1778816	-	3
chr3L	1778913	-	3
chr3L	1778982	-	4
chr3L	1779037	-	11
chr3L	1779071	-	3
chr3L	1779190	-	3
chr3L	1779235	-	10
chr3L	1779237	-	3
chr3L	1779241	-	1
chr3L	1779254	-	2
chr3L	1779277	-	11
chr3L	1779750	-	1
chr3L	1779765	-	2
chr3L	1779794	-	1
chr3L	1779801	-	1
chr3L	1779804	-	3
chr3L	1781576	-	1
chr3L	1781604	-	3
chr3L	1781615	-	1
chr3L	1781659	-	2
chr3L	1781660	-	5
chr3L	1781663	-	3
chr3L	1781665	-	1
chr3L	1781680	-	2
chr3L	1781685	-	9
chr3L	1781751	-	4
chr3L	1781803	-	2
chr3L	1781915	-	8
chr3L	1781973	-	3
chr3L	1781975	-	1
chr3L	1781977	-	4
chr3L	1782029	-	1
chr3L	1782121	-	2
chr3L	1782136	-	1
chr3L	1782157	-	1
chr3L	1782165	-	1
chr3L	1782167	-	1
chr3L	1782170	-	2
chr3L	1782211	-	1
chr3L	1782214	-	3
chr3L	1782239	-	1
chr3L	1782240	-	2
chr3L	1782284	-	4
chr3L	1782302	-	29
chr3L	1782306	-	3
chr3L	1782358	-	3
chr3L	1782359	-	1
chr3L	1782362	-	1
chr3L	1782380	-	1
chr3L	1782400	-	1
chr3L	1782416	-	1
chr3L	1782482	-	3
chr3L	1782531	-	2
chr3L	1782550	-	2
chr3L	1782607	-	10
chr3L	1782610	-	1
chr3L	1782626	-	1
chr3L	1782631	-	2
chr3L	1782647	-	2
chr3L	1782735	-	1
chr3L	1782915	-	1
chr3L	1782917	-	10
chr3L	1782982	-	1
chr3L	1783009	-	1
chr3L	1783013	-	1
chr3L	1783065	-	1
chr3L	1783117	-	1
chr3L	1783171	-	2
chr3L	1783373	-	2
chr3L	1783619	-	1
chr3L	1784351	-	2
chr3L	1784950	-	1
chr3L	1785010	-	2
chr3L	1785030	-	1
chr3L	1785103	-	1
chr3L	1785112	-	1
chr3L	1785113	-	1
chr3L	1785114	-	1
chr3L	1785115	-	1
chr3L	1785155	-	1
chr3L	1785182	-	1
chr3L	1786186	-	1
chr3L	1786455	-	13
chr3L	1786466	+	3
chr3L	1786529	-	3
chr3L	1786849	-	2
chr3L	1786867	-	1
chr3L	1787779	-	1
chr3L	1787799	-	2
chr3L	1787885	-	1
chr3L	1787932	-	11
chr3L	1787987	-	5
chr3L	1787988	-	3
chr3L	1788117	-	1
chr3L	1788178	-	1
chr3L	1788470	-	1
chr3L	1789490	-	3
chr3L	1789679	+	3
chr3L	1791432	-	2
chr3L	1791434	-	1
chr3L	1792594	+	2
chr3L	1793702	-	1
chr3L	1794378	-	2
chr3L	1794819	-	1
chr3L	1794832	-	1
chr3L	1795404	-	2
chr3L	1795652	+	1
chr3L	1795655	+	3
chr3L	1796385	+	3
chr3L	1796475	-	3
chr3L	1796510	+	1
chr3L	1796545	-	1
chr3L	1796607	-	1
chr3L	1796730	+	1
chr3L	1796761	+	2
chr3L	1796896	+	2
chr3L	1796901	-	1
chr3L	1797261	+	23
chr3L	1799281	-	2
chr3L	1799498	+	2
chr3L	1799613	+	1
chr3L	1799654	+	2
chr3L	1799731	+	2
chr3L	1799752	+	1
chr3L	1799783	-	1
chr3L	1799841	+	2
chr3L	1800570	+	2
chr3L	1800585	+	14
chr3L	1800613	+	1
chr3L	1800616	+	1
chr3L	1800668	+	1
chr3L	1800768	+	2
chr3L	1800780	+	4
chr3L	1800850	+	3
chr3L	1801004	-	3
chr3L	1801063	+	11
chr3L	1801114	+	2
chr3L	1801118	-	1
chr3L	1801189	-	1
chr3L	1801594	+	1
chr3L	1801949	+	2
chr3L	1801956	+	4
chr3L	1801997	+	36
chr3L	1802688	+	1
chr3L	1802736	-	3
chr3L	1802765	+	2
chr3L	1803144	+	5
chr3L	1803427	+	2
chr3L	1804615	-	1
chr3L	1804713	+	1
chr3L	1804802	+	3
chr3L	1806329	+	1
chr3L	1806649	+	1
chr3L	1806873	-	1
chr3L	1808901	-	1
chr3L	1809863	-	2
chr3L	1810638	+	8
chr3L	1810663	+	2
chr3L	1810674	+	1
chr3L	1810707	+	5
chr3L	1810710	+	1
chr3L	1812603	+	8
chr3L	1813401	+	4
chr3L	1816192	-	1
chr3L	1818363	+	1
chr3L	1822255	+	1
chr3L	1822708	-	1
chr3L	1822733	-	1
chr3L	1822745	+	9
chr3L	1822745	-	1
chr3L	1822768	+	1
chr3L	1822773	+	3
chr3L	1822793	+	10
chr3L	1822943	-	2
chr3L	1823749	+	2
chr3L	1823785	-	1
chr3L	1830388	+	1
chr3L	1832711	-	2
chr3L	1832712	-	20
chr3L	1833381	-	2
chr3L	1835548	-	1
chr3L	1836569	-	1
chr3L	1840084	-	1
chr3L	1840482	-	2
chr3L	1840484	-	3
chr3L	1840551	-	1
chr3L	1840599	-	5
chr3L	1840601	-	2
chr3L	1840602	-	1
chr3L	1840626	-	7
chr3L	1840635	-	3
chr3L	1840654	-	1
chr3L	1840715	-	6
chr3L	1841054	-	1
chr3L	1841787	-	2
chr3L	1842037	-	3
chr3L	1842077	-	1
chr3L	1844237	-	1
chr3L	1844770	+	2
chr3L	1847526	+	1
chr3L	1851182	-	3
chr3L	1851719	-	2
chr3L	1857163	+	5
chr3L	1857290	+	1
chr3L	1857335	+	1
chr3L	1857885	-	1
chr3L	1858082	-	1
chr3L	1858116	+	2
chr3L	1858155	+	4
chr3L	1858617	+	2
chr3L	1859219	-	10
chr3L	1859220	-	9
chr3L	1859284	+	1
chr3L	1859483	-	1
chr3L	1859639	-	1
chr3L	1859670	+	3
chr3L	1859727	-	28
chr3L	1859736	-	11
chr3L	1859778	-	1
chr3L	1859977	-	2
chr3L	1859978	-	12
chr3L	1859980	-	3
chr3L	1860071	-	1
chr3L	1860083	-	12
chr3L	1860184	-	1
chr3L	1860185	-	2
chr3L	1860289	-	1
chr3L	1860292	-	1
chr3L	1860293	-	3
chr3L	1860294	-	2
chr3L	1860313	-	11
chr3L	1860605	-	4
chr3L	1860689	-	1
chr3L	1860820	-	1
chr3L	1860827	-	12
chr3L	1860830	-	3
chr3L	1861006	+	2
chr3L	1861040	-	1
chr3L	1861068	-	4
chr3L	1861088	-	1
chr3L	1861089	-	1
chr3L	1861108	-	2
chr3L	1861214	-	4
chr3L	1861572	-	6
chr3L	1861574	-	1
chr3L	1861609	-	3
chr3L	1861634	-	2
chr3L	1861726	-	2
chr3L	1861769	-	2
chr3L	1862221	-	2
chr3L	1862222	-	82
chr3L	1862223	-	10
chr3L	1862234	-	1
chr3L	1862236	-	3
chr3L	1862478	+	2
chr3L	1862924	-	1
chr3L	1863870	-	2
chr3L	1864112	-	1
chr3L	1864114	-	1
chr3L	1864237	-	1
chr3L	1864343	-	1
chr3L	1864392	-	1
chr3L	1864395	-	1
chr3L	1864568	-	2
chr3L	1865129	-	3
chr3L	1865470	+	31
chr3L	1865765	+	1
chr3L	1865774	+	1
chr3L	1866127	+	2
chr3L	1866920	+	1
chr3L	1867135	+	3
chr3L	1867147	+	2
chr3L	1867437	+	1
chr3L	1867672	+	3
chr3L	1868399	+	5
chr3L	1868496	+	1
chr3L	1870028	+	1
chr3L	1870072	+	2
chr3L	1870461	+	1
chr3L	1870689	-	1
chr3L	1870737	+	1
chr3L	1871289	+	1
chr3L	1871637	-	4
chr3L	1871843	-	2
chr3L	1873285	-	2
chr3L	1873339	-	1
chr3L	1873343	-	1
chr3L	1873424	-	2
chr3L	1873463	-	3
chr3L	1873475	-	1
chr3L	1873477	-	2
chr3L	1873513	-	1
chr3L	1873514	-	2
chr3L	1873552	-	1
chr3L	1873578	-	1
chr3L	1873649	-	1
chr3L	1873663	-	1
chr3L	1873746	-	1
chr3L	1873771	-	1
chr3L	1873876	-	1
chr3L	1873934	-	1
chr3L	1874116	+	1
chr3L	1874221	-	2
chr3L	1874954	-	3
chr3L	1874957	-	2
chr3L	1875091	-	3
chr3L	1875473	-	1
chr3L	1875577	-	1
chr3L	1875692	-	1
chr3L	1875872	-	3
chr3L	1876220	-	1
chr3L	1876221	-	2
chr3L	1876582	+	1
chr3L	1876624	-	2
chr3L	1877162	-	1
chr3L	1877982	-	1
chr3L	1881292	-	4
chr3L	1881370	-	1
chr3L	1881454	-	1
chr3L	1881456	-	3
chr3L	1881585	+	1
chr3L	1883983	-	1
chr3L	1884066	+	1
chr3L	1884141	-	1
chr3L	1884407	+	1
chr3L	1884886	-	10
chr3L	1884887	-	3
chr3L	1884906	-	17
chr3L	1884907	-	137
chr3L	1884908	-	4
chr3L	1884919	-	1
chr3L	1885536	-	1
chr3L	1885849	+	1
chr3L	1886703	-	2
chr3L	1890821	+	1
chr3L	1891250	+	38
chr3L	1892751	+	5
chr3L	1893184	-	1
chr3L	1894034	-	1
chr3L	1895504	-	1
chr3L	1899891	+	1
chr3L	1901984	+	1
chr3L	1904566	+	2
chr3L	1905529	-	2
chr3L	1907738	-	1
chr3L	1907971	-	1
chr3L	1910228	-	1
chr3L	1918632	-	1
chr3L	1918848	-	3
chr3L	1919812	-	2
chr3L	1920225	-	1
chr3L	1922313	-	1
chr3L	1922361	-	1
chr3L	1922487	+	1
chr3L	1924947	-	1
chr3L	1925088	-	2
chr3L	1926653	+	1
chr3L	1930637	+	1
chr3L	1930738	+	6
chr3L	1931940	+	2
chr3L	1931967	+	2
chr3L	1933248	-	1
chr3L	1933272	-	1
chr3L	1933476	-	1
chr3L	1933657	-	1
chr3L	1933775	-	1
chr3L	1933777	-	3
chr3L	1935428	-	1
chr3L	1935430	-	1
chr3L	1935689	-	1
chr3L	1936039	-	2
chr3L	1937281	-	1
chr3L	1940183	-	2
chr3L	1941846	+	2
chr3L	1941941	-	1
chr3L	1942685	+	1
chr3L	1942688	+	5
chr3L	1942730	+	3
chr3L	1942891	-	1
chr3L	1943004	-	2
chr3L	1944415	-	5
chr3L	1944557	-	1
chr3L	1944726	-	1
chr3L	1944795	-	1
chr3L	1944879	-	2
chr3L	1944974	-	1
chr3L	1945532	-	1
chr3L	1945696	-	2
chr3L	1945830	-	1
chr3L	1945833	-	3
chr3L	1945910	-	1
chr3L	1946004	-	1
chr3L	1946194	-	2
chr3L	1946216	-	4
chr3L	1946241	-	1
chr3L	1946268	-	1
chr3L	1946665	-	2
chr3L	1946739	-	4
chr3L	1946765	-	1
chr3L	1946871	-	15
chr3L	1947146	-	3
chr3L	1947477	-	5
chr3L	1947734	+	1
chr3L	1947739	-	3
chr3L	1947749	+	16
chr3L	1948732	-	2
chr3L	1949125	-	1
chr3L	1949399	-	1
chr3L	1949715	-	1
chr3L	1949905	-	2
chr3L	1949928	-	1
chr3L	1950045	+	1
chr3L	1950632	-	1
chr3L	1950700	+	4
chr3L	1950933	-	1
chr3L	1951081	-	2
chr3L	1951082	-	1
chr3L	1951461	-	2
chr3L	1951586	-	1
chr3L	1951633	-	1
chr3L	1952293	-	1
chr3L	1952843	-	1
chr3L	1954108	-	2
chr3L	1954109	-	1
chr3L	1954122	-	1
chr3L	1954214	-	1
chr3L	1954328	-	1
chr3L	1954742	-	1
chr3L	1954835	-	1
chr3L	1955569	-	1
chr3L	1958506	+	2
chr3L	1960956	+	1
chr3L	1961076	+	1
chr3L	1961433	+	4
chr3L	1961565	+	1
chr3L	1962977	-	1
chr3L	1963064	-	3
chr3L	1963603	-	1
chr3L	1963879	-	3
chr3L	1964386	+	3
chr3L	1964426	+	1
chr3L	1964782	-	1
chr3L	1966003	+	2
chr3L	1966418	+	1
chr3L	1966700	+	1
chr3L	1966702	+	1
chr3L	1966820	-	1
chr3L	1966848	-	7
chr3L	1966881	-	3
chr3L	1966906	-	2
chr3L	1966930	-	2
chr3L	1966954	+	1
chr3L	1967142	-	1
chr3L	1967787	+	2
chr3L	1968026	-	1
chr3L	1968176	-	2
chr3L	1973120	+	1
chr3L	1973830	+	1
chr3L	1976435	-	2
chr3L	1976478	+	1
chr3L	1978384	+	1
chr3L	1980594	-	1
chr3L	1980790	+	1
chr3L	1981093	+	1
chr3L	1981377	-	1
chr3L	1981397	-	1
chr3L	1982441	-	1
chr3L	1984428	-	1
chr3L	1984748	-	1
chr3L	1985522	-	1
chr3L	1986847	+	2
chr3L	1987950	-	1
chr3L	1991695	+	1
chr3L	1992971	-	1
chr3L	1999820	-	2
chr3L	1999845	-	1
chr3L	2000340	-	1
chr3L	2005150	+	1
chr3L	2005330	+	2
chr3L	2005655	+	1
chr3L	2005708	+	1
chr3L	2010247	+	2
chr3L	2014519	-	1
chr3L	2015708	+	1
chr3L	2022560	-	1
chr3L	2026502	+	2
chr3L	2027404	-	1
chr3L	2028207	+	2
chr3L	2028405	+	22
chr3L	2028444	-	1
chr3L	2028445	-	32
chr3L	2028447	-	1
chr3L	2030203	-	1
chr3L	2030495	-	2
chr3L	2034542	+	2
chr3L	2034829	-	2
chr3L	2034964	+	1
chr3L	2036799	-	3
chr3L	2037498	+	1
chr3L	2037826	+	1
chr3L	2038293	+	3
chr3L	2039005	+	1
chr3L	2039686	-	1
chr3L	2039773	-	2
chr3L	2039795	-	1
chr3L	2040501	-	1
chr3L	2040874	-	1
chr3L	2040909	-	17
chr3L	2041209	-	2
chr3L	2041275	+	1
chr3L	2041338	+	1
chr3L	2042304	+	1
chr3L	2042629	+	2
chr3L	2043935	-	1
chr3L	2044740	+	1
chr3L	2046336	-	2
chr3L	2046337	-	1
chr3L	2047181	-	3
chr3L	2047366	-	1
chr3L	2048170	-	1
chr3L	2048415	-	4
chr3L	2048538	-	1
chr3L	2048540	-	1
chr3L	2048910	-	4
chr3L	2049024	-	1
chr3L	2049602	-	2
chr3L	2050347	+	1
chr3L	2050793	-	1
chr3L	2050794	-	1
chr3L	2050795	-	1
chr3L	2051196	-	1
chr3L	2051343	-	1
chr3L	2051358	-	4
chr3L	2051988	-	1
chr3L	2052796	-	1
chr3L	2052876	-	3
chr3L	2053165	-	6
chr3L	2053297	-	1
chr3L	2053333	-	1
chr3L	2054053	-	2
chr3L	2054152	-	2
chr3L	2054344	-	36
chr3L	2054817	-	3
chr3L	2054866	-	3
chr3L	2055031	-	6
chr3L	2055032	-	2
chr3L	2055043	-	2
chr3L	2055077	-	1
chr3L	2055091	-	1
chr3L	2055160	-	1
chr3L	2055355	-	1
chr3L	2055378	-	1
chr3L	2055913	-	1
chr3L	2056156	+	2
chr3L	2056194	-	1
chr3L	2056348	-	7
chr3L	2057836	-	2
chr3L	2057959	-	2
chr3L	2058000	-	2
chr3L	2058003	-	3
chr3L	2058328	-	1
chr3L	2058329	-	2
chr3L	2058952	-	1
chr3L	2058953	-	2
chr3L	2059020	-	1
chr3L	2059021	-	1
chr3L	2059043	-	2
chr3L	2059045	-	1
chr3L	2059236	-	1
chr3L	2059668	-	2
chr3L	2059876	-	2
chr3L	2059877	-	2
chr3L	2059982	-	1
chr3L	2060506	-	1
chr3L	2060523	-	1
chr3L	2060524	-	2
chr3L	2060560	-	1
chr3L	2061205	-	2
chr3L	2061486	-	3
chr3L	2061498	-	2
chr3L	2062053	-	1
chr3L	2062236	-	1
chr3L	2062805	-	2
chr3L	2063170	-	1
chr3L	2063223	-	2
chr3L	2073375	-	1
chr3L	2073736	-	1
chr3L	2073976	+	1
chr3L	2078080	-	1
chr3L	2079191	-	3
chr3L	2080554	-	2
chr3L	2080686	-	2
chr3L	2080744	+	1
chr3L	2080761	-	2
chr3L	2080762	-	3
chr3L	2081319	-	2
chr3L	2081334	-	1
chr3L	2081804	-	1
chr3L	2082005	-	2
chr3L	2082604	-	1
chr3L	2082830	-	2
chr3L	2082831	-	1
chr3L	2082897	-	6
chr3L	2083053	-	1
chr3L	2083847	-	1
chr3L	2084036	-	1
chr3L	2084096	-	1
chr3L	2084221	-	1
chr3L	2084224	-	1
chr3L	2084238	-	1
chr3L	2084293	-	18
chr3L	2084317	-	1
chr3L	2084334	-	2
chr3L	2084376	-	1
chr3L	2084383	-	1
chr3L	2084386	-	3
chr3L	2084388	-	4
chr3L	2084485	-	1
chr3L	2085113	+	1
chr3L	2086272	-	1
chr3L	2086310	+	2
chr3L	2086699	+	1
chr3L	2088373	-	1
chr3L	2088594	-	4
chr3L	2089139	-	2
chr3L	2089800	-	2
chr3L	2089801	-	3
chr3L	2090227	-	1
chr3L	2090429	-	1
chr3L	2090442	+	2
chr3L	2091019	-	2
chr3L	2091036	-	1
chr3L	2091040	-	1
chr3L	2091150	+	2
chr3L	2091537	-	1
chr3L	2091644	-	1
chr3L	2092287	+	1
chr3L	2092450	-	1
chr3L	2092455	-	1
chr3L	2092844	-	1
chr3L	2092847	-	3
chr3L	2092935	-	3
chr3L	2093709	-	2
chr3L	2093808	-	1
chr3L	2093818	-	5
chr3L	2094089	-	1
chr3L	2094100	-	1
chr3L	2094318	-	1
chr3L	2095117	-	1
chr3L	2095679	-	1
chr3L	2095718	-	1
chr3L	2095784	-	1
chr3L	2095948	-	1
chr3L	2095950	-	2
chr3L	2096023	-	3
chr3L	2096024	-	1
chr3L	2097358	-	1
chr3L	2098245	+	2
chr3L	2098724	-	1
chr3L	2100126	+	2
chr3L	2102772	-	1
chr3L	2102834	-	1
chr3L	2102859	-	1
chr3L	2102878	-	3
chr3L	2104290	-	1
chr3L	2104300	-	1
chr3L	2104718	-	2
chr3L	2104958	+	1
chr3L	2106726	-	1
chr3L	2107461	-	1
chr3L	2114206	+	1
chr3L	2114242	-	1
chr3L	2117261	-	2
chr3L	2117434	-	1
chr3L	2118384	-	1
chr3L	2118711	+	2
chr3L	2119079	-	1
chr3L	2122681	-	1
chr3L	2122875	-	1
chr3L	2122876	-	110
chr3L	2122906	-	1
chr3L	2122951	-	1
chr3L	2125715	-	1
chr3L	2125864	+	1
chr3L	2127549	-	1
chr3L	2128185	-	2
chr3L	2132098	-	1
chr3L	2132478	-	1
chr3L	2133800	-	2
chr3L	2134181	+	1
chr3L	2134503	-	3
chr3L	2134616	+	1
chr3L	2136055	+	3
chr3L	2136643	+	2
chr3L	2138002	+	1
chr3L	2138357	-	1
chr3L	2138678	-	9
chr3L	2138679	-	2
chr3L	2139713	-	1
chr3L	2139757	+	1
chr3L	2139894	-	1
chr3L	2140060	-	2
chr3L	2140627	+	1
chr3L	2140794	+	1
chr3L	2141245	-	2
chr3L	2141257	-	2
chr3L	2141479	-	1
chr3L	2142181	-	1
chr3L	2142957	-	1
chr3L	2146158	-	1
chr3L	2148559	+	1
chr3L	2148687	+	2
chr3L	2148796	-	2
chr3L	2149015	+	1
chr3L	2149760	+	1
chr3L	2149797	-	1
chr3L	2152749	-	2
chr3L	2152859	+	1
chr3L	2153340	-	7
chr3L	2153520	-	1
chr3L	2153906	+	2
chr3L	2153942	-	1
chr3L	2154156	-	3
chr3L	2154160	-	1
chr3L	2154454	+	3
chr3L	2155225	+	1
chr3L	2156852	-	1
chr3L	2157399	-	1
chr3L	2157435	-	1
chr3L	2157480	-	2
chr3L	2157483	-	1
chr3L	2157541	-	1
chr3L	2157596	-	1
chr3L	2157622	-	1
chr3L	2157650	-	4
chr3L	2157917	-	1
chr3L	2157994	+	3
chr3L	2158294	-	2
chr3L	2158419	-	8
chr3L	2158454	-	1
chr3L	2158482	-	1
chr3L	2158645	-	1
chr3L	2158676	-	2
chr3L	2159956	-	1
chr3L	2160343	+	3
chr3L	2160439	+	1
chr3L	2160442	+	3
chr3L	2161381	+	1
chr3L	2161663	+	1
chr3L	2162805	-	3
chr3L	2163217	+	1
chr3L	2163304	-	1
chr3L	2163618	-	1
chr3L	2163836	+	2
chr3L	2167822	-	1
chr3L	2169523	-	2
chr3L	2169987	-	1
chr3L	2170444	+	1
chr3L	2172057	+	2
chr3L	2174195	-	2
chr3L	2176356	-	1
chr3L	2176368	-	2
chr3L	2179301	+	2
chr3L	2180017	+	2
chr3L	2180683	+	2
chr3L	2182331	-	1
chr3L	2182339	-	1
chr3L	2186640	+	1
chr3L	2186656	+	4
chr3L	2186807	+	1
chr3L	2186857	+	2
chr3L	2186980	+	1
chr3L	2187043	+	1
chr3L	2188955	+	5
chr3L	2189551	-	2
chr3L	2189586	-	3
chr3L	2189983	-	3
chr3L	2190049	-	1
chr3L	2190136	-	1
chr3L	2191196	-	2
chr3L	2191498	-	3
chr3L	2193198	+	1
chr3L	2195986	-	1
chr3L	2196035	-	1
chr3L	2196525	+	2
chr3L	2197363	+	2
chr3L	2197564	+	1
chr3L	2197621	+	1
chr3L	2197675	+	1
chr3L	2197813	+	1
chr3L	2197921	+	10
chr3L	2198009	+	8
chr3L	2199155	-	1
chr3L	2199740	+	1
chr3L	2202791	-	4
chr3L	2202906	-	1
chr3L	2203213	-	2
chr3L	2203295	-	1
chr3L	2204076	-	2
chr3L	2204241	-	1
chr3L	2206112	-	1
chr3L	2206925	-	3
chr3L	2209789	-	2
chr3L	2210742	-	1
chr3L	2216007	-	4
chr3L	2216360	+	3
chr3L	2219409	+	1
chr3L	2220045	+	1
chr3L	2223543	-	2
chr3L	2228836	+	1
chr3L	2228876	-	3
chr3L	2229239	+	1
chr3L	2229315	+	1
chr3L	2232318	+	1
chr3L	2233765	-	3
chr3L	2234732	-	1
chr3L	2235442	-	1
chr3L	2236088	-	2
chr3L	2236095	-	3
chr3L	2236162	-	3
chr3L	2236184	-	1
chr3L	2236305	-	3
chr3L	2236763	+	1
chr3L	2239947	-	1
chr3L	2240445	-	1
chr3L	2241215	+	1
chr3L	2241613	+	6
chr3L	2242010	+	1
chr3L	2242114	-	1
chr3L	2243553	+	1
chr3L	2244793	-	3
chr3L	2246893	+	1
chr3L	2248080	+	3
chr3L	2249653	+	2
chr3L	2252869	-	8
chr3L	2252870	-	1
chr3L	2252885	-	1
chr3L	2252889	-	1
chr3L	2253414	-	1
chr3L	2253488	-	1
chr3L	2253490	-	2
chr3L	2253510	-	4
chr3L	2253544	-	1
chr3L	2253856	-	1
chr3L	2253925	-	1
chr3L	2253963	-	1
chr3L	2255272	+	1
chr3L	2255508	+	2
chr3L	2255771	-	1
chr3L	2257270	+	1
chr3L	2257395	-	1
chr3L	2257468	-	2
chr3L	2257625	-	4
chr3L	2257627	+	1
chr3L	2257644	+	21
chr3L	2257680	+	20
chr3L	2257866	+	1
chr3L	2257934	+	3
chr3L	2257969	+	2
chr3L	2257972	+	1
chr3L	2257979	+	2
chr3L	2258813	+	3
chr3L	2258908	-	1
chr3L	2258925	-	4
chr3L	2258935	-	1
chr3L	2258940	-	1
chr3L	2259110	-	1
chr3L	2259480	+	2
chr3L	2260147	-	1
chr3L	2260294	-	2
chr3L	2260396	-	1
chr3L	2260448	-	1
chr3L	2260494	-	1
chr3L	2260517	-	2
chr3L	2260519	-	1
chr3L	2260520	-	1
chr3L	2260574	-	1
chr3L	2260818	-	1
chr3L	2260868	-	1
chr3L	2261057	-	1
chr3L	2261080	-	66
chr3L	2261111	-	1
chr3L	2261570	-	2
chr3L	2261864	-	3
chr3L	2261891	-	1
chr3L	2262385	-	2
chr3L	2262665	-	1
chr3L	2262690	+	4
chr3L	2262888	+	3
chr3L	2262913	+	14
chr3L	2262918	+	1
chr3L	2263250	+	3
chr3L	2263422	+	2
chr3L	2263431	+	3
chr3L	2263530	+	1
chr3L	2263658	-	2
chr3L	2264507	-	1
chr3L	2264649	+	1
chr3L	2264816	-	2
chr3L	2265575	-	1
chr3L	2265604	-	3
chr3L	2265789	-	1
chr3L	2265798	-	1
chr3L	2265800	-	1
chr3L	2265801	-	6
chr3L	2266408	+	10
chr3L	2266423	+	1
chr3L	2266481	+	1
chr3L	2266661	+	1
chr3L	2266738	+	1
chr3L	2266828	+	1
chr3L	2267221	+	2
chr3L	2267345	-	1
chr3L	2267432	+	1
chr3L	2269701	+	2
chr3L	2269768	+	3
chr3L	2270281	-	1
chr3L	2270416	-	1
chr3L	2275274	+	6
chr3L	2276814	+	1
chr3L	2276858	+	1
chr3L	2278255	+	2
chr3L	2279163	-	2
chr3L	2287230	-	1
chr3L	2289075	-	1
chr3L	2289174	-	1
chr3L	2291576	-	1
chr3L	2292891	+	3
chr3L	2293067	+	2
chr3L	2293875	+	1
chr3L	2297061	-	1
chr3L	2298461	+	1
chr3L	2298725	+	2
chr3L	2299049	+	1
chr3L	2299252	+	2
chr3L	2299306	+	1
chr3L	2306577	-	1
chr3L	2309782	-	1
chr3L	2312222	+	1
chr3L	2313812	+	1
chr3L	2316839	-	1
chr3L	2320984	+	1
chr3L	2321682	+	2
chr3L	2322973	+	1
chr3L	2323472	+	2
chr3L	2324019	-	1
chr3L	2325103	+	2
chr3L	2329123	+	1
chr3L	2332609	-	1
chr3L	2332998	-	4
chr3L	2334585	-	1
chr3L	2335129	-	1
chr3L	2335925	+	2
chr3L	2338587	+	1
chr3L	2338785	-	2
chr3L	2338933	+	1
chr3L	2339259	+	1
chr3L	2341629	-	1
chr3L	2341866	+	3
chr3L	2342234	-	1
chr3L	2342696	+	1
chr3L	2343162	+	2
chr3L	2344097	+	3
chr3L	2344150	-	1
chr3L	2350188	+	2
chr3L	2358747	-	1
chr3L	2360779	+	2
chr3L	2361049	-	1
chr3L	2361353	-	1
chr3L	2361883	+	1
chr3L	2362359	+	1
chr3L	2362828	+	1
chr3L	2364075	+	1
chr3L	2366949	+	1
chr3L	2367100	+	3
chr3L	2367407	+	2
chr3L	2368177	-	4
chr3L	2368329	+	1
chr3L	2368693	-	1
chr3L	2368760	-	1
chr3L	2369438	-	3
chr3L	2369539	-	1
chr3L	2369568	-	2
chr3L	2369592	-	4
chr3L	2369595	-	5
chr3L	2369596	-	5
chr3L	2369645	-	1
chr3L	2369894	-	5
chr3L	2369977	-	2
chr3L	2370010	-	1
chr3L	2370139	-	11
chr3L	2370183	-	2
chr3L	2370185	-	1
chr3L	2370258	-	1
chr3L	2370295	-	3
chr3L	2370347	-	2
chr3L	2370384	-	2
chr3L	2370479	-	6
chr3L	2370604	-	1
chr3L	2370802	-	4
chr3L	2370921	-	1
chr3L	2370922	-	4
chr3L	2371073	-	1
chr3L	2371129	-	1
chr3L	2372603	-	1
chr3L	2372876	-	2
chr3L	2372877	-	13
chr3L	2373711	+	2
chr3L	2373727	+	16
chr3L	2373744	+	3
chr3L	2373765	+	1
chr3L	2373814	+	1
chr3L	2373941	+	2
chr3L	2373964	+	2
chr3L	2374062	+	3
chr3L	2374095	+	1
chr3L	2374124	+	2
chr3L	2374237	+	2
chr3L	2374249	+	1
chr3L	2374333	+	1
chr3L	2374438	+	1
chr3L	2374444	+	3
chr3L	2374459	+	2
chr3L	2374477	+	1
chr3L	2374480	+	1
chr3L	2374483	-	1
chr3L	2374489	+	1
chr3L	2374501	+	1
chr3L	2374571	+	1
chr3L	2374581	+	2
chr3L	2374635	+	1
chr3L	2374654	+	1
chr3L	2374836	+	1
chr3L	2374856	+	3
chr3L	2374947	+	1
chr3L	2374964	+	2
chr3L	2375064	+	1
chr3L	2375120	+	1
chr3L	2375709	+	1
chr3L	2375778	+	1
chr3L	2375865	+	1
chr3L	2376014	+	4
chr3L	2376103	-	2
chr3L	2376366	+	17
chr3L	2376408	+	1
chr3L	2376835	+	1
chr3L	2376853	-	1
chr3L	2377124	-	3
chr3L	2377562	-	1
chr3L	2379660	+	1
chr3L	2379780	+	1
chr3L	2385851	+	2
