fly.cluster	fly.chr	fly.start	fly.end	fly.strand	fly.nr_ctss	fly.dominant_ctss	fly.tpm	fly.tpm.dominant_ctss
4604	chr3R	16126462	16126463	+	1	16126463	6.15918280477931	6.15918280477931
4605	chr3R	16127215	16127216	+	1	16127216	5.00831368017223	5.00831368017223
4606	chr3R	16128109	16128110	+	1	16128110	5.39203933188174	5.39203933188174
4607	chr3R	16398257	16398275	+	3	16398275	19.2185943840786	14.197493831883
4608	chr3R	16414431	16414452	+	2	16414432	6.17554051967147	3.08777025983574
4609	chr3R	16495290	16495291	+	1	16495291	73.9704343084683	73.9704343084683
4610	chr3R	16498446	16498447	+	1	16498447	5.39203933188174	5.39203933188174
4611	chr3R	16573322	16573323	+	1	16573323	13.8152261124373	13.8152261124373
4612	chr3R	16647919	16647937	+	2	16647920	97.1938953971483	92.9533817292739
4613	chr3R	16648970	16648974	+	2	16648971	20.7116953414915	19.1637099220414
4614	chr3R	16663431	16663435	+	2	16663432	2.71025321151637	1.54798541945008
4615	chr3R	16663485	16663486	+	1	16663486	9.60730269598138	9.60730269598138
4616	chr3R	16676583	16676591	+	2	16676584	3.09559808442614	1.93333029235985
4617	chr3R	16677070	16677071	+	1	16677071	9.60730269598138	9.60730269598138
4618	chr3R	16677106	16677107	+	1	16677107	24.124930389434	24.124930389434
4619	chr3R	16740018	16740019	+	1	16740019	5.39203933188174	5.39203933188174
4620	chr3R	16790302	16790333	+	3	16790333	9.64482379631156	5.00831368017223
4621	chr3R	16790384	16790394	+	2	16790394	5.01868640181584	3.85641860974955
4622	chr3R	16791557	16791558	+	1	16791558	16.1082594972367	16.1082594972367
4623	chr3R	16791614	16791618	+	2	16791615	10.3969918663434	7.30922160650763
4624	chr3R	16799829	16799882	+	9	16799879	25.4703503155407	5.00831368017223
4625	chr3R	16799956	16799957	+	1	16799957	8.07552011196818	8.07552011196818
4626	chr3R	16800313	16800314	+	1	16800314	5.00831368017223	5.00831368017223
4627	chr3R	16800729	16800747	+	2	16800747	10.0161736967364	5.77566002886195
4628	chr3R	16800948	16800949	+	1	16800949	5.00831368017223	5.00831368017223
4629	chr3R	16801010	16801011	+	1	16801011	9.99009540998002	9.99009540998002
4630	chr3R	16801086	16801090	+	2	16801087	4.25003805190202	3.08777025983574
4631	chr3R	16801406	16801407	+	1	16801407	21.0723943832629	21.0723943832629
4632	chr3R	16843402	16843403	+	1	16843403	50.4046103268641	50.4046103268641
4633	chr3R	16890959	16890960	+	1	16890960	201.686891835858	201.686891835858
4634	chr3R	16934161	16934176	+	2	16934162	12.6888441878096	10.7555138954498
4635	chr3R	16936466	16936482	+	3	16936482	7.72007303715959	4.62447495273345
4636	chr3R	16941368	16941372	+	2	16941369	3.48064616773738	2.3183783756711
4637	chr3R	16941685	16941689	+	2	16941689	8.47980959171748	5.39203933188174
4638	chr3R	16941971	16941972	+	1	16941972	11.1381437082637	11.1381437082637
4639	chr3R	16964419	16964423	+	2	16964423	49.6749218129418	47.741591520582
4640	chr3R	16966013	16966014	+	1	16966014	18.4000354603643	18.4000354603643
4641	chr3R	17038167	17038171	+	2	17038168	4.63444409634231	3.47217630427602
4642	chr3R	17122785	17122786	+	1	17122786	15.3440638979909	15.3440638979909
4643	chr3R	17122833	17122843	+	2	17122843	3.86636379512118	2.3183783756711
4644	chr3R	17122963	17122979	+	2	17122964	3.09559808442614	1.93333029235985
4645	chr3R	17123885	17123889	+	2	17123886	3.48064616773738	2.3183783756711
4646	chr3R	17123936	17123937	+	1	17123937	7.69240752725689	7.69240752725689
4647	chr3R	17123959	17123960	+	1	17123960	9.99009540998002	9.99009540998002
4648	chr3R	17124011	17124027	+	2	17124012	8.85467531932318	7.69240752725689
4649	chr3R	17186870	17186881	+	2	17186871	5.01868640181584	3.85641860974955
4650	chr3R	17572334	17572335	+	1	17572335	15.7261795296873	15.7261795296873
4651	chr3R	17576756	17576760	+	2	17576760	3.09559808442614	1.93333029235985
4652	chr3R	17577221	17577222	+	1	17577222	10.7555138954498	10.7555138954498
4653	chr3R	17578031	17578032	+	1	17578032	5.00831368017223	5.00831368017223
4654	chr3R	17578161	17578182	+	2	17578162	4.6367567513422	2.3183783756711
4655	chr3R	17578460	17578468	+	2	17578461	2.32453558413257	1.16226779206629
4656	chr3R	17853844	17853856	+	2	17853845	7.32364544831204	5.77566002886195
4657	chr3R	17854348	17854352	+	2	17854349	5.02155819945058	2.70317982377949
4658	chr3R	17861435	17861436	+	1	17861436	6.92595847127459	6.92595847127459
4659	chr3R	17862293	17862294	+	1	17862294	5.00831368017223	5.00831368017223
4660	chr3R	17899700	17899708	+	2	17899708	5.40440402919964	3.85641860974955
4661	chr3R	17899900	17899904	+	2	17899901	3.09597083890017	1.54798541945008
4662	chr3R	17900660	17900661	+	1	17900661	5.77566002886195	5.77566002886195
4663	chr3R	18000334	18000338	+	2	18000338	6.17058147223852	5.00831368017223
4664	chr3R	18118442	18118446	+	2	18118443	3.48131571180993	1.93333029235985
4665	chr3R	18120323	18120329	+	2	18120329	8.09665125700947	4.62447495273345
4666	chr3R	18183246	18183250	+	2	18183250	4.63444409634231	3.47217630427602
4667	chr3R	18183346	18183356	+	2	18183347	5.78674274479974	4.62447495273345
4668	chr3R	18185635	18185636	+	1	18185636	14.9619117069052	14.9619117069052
4669	chr3R	18185693	18185697	+	2	18185694	2.71025321151637	1.54798541945008
4670	chr3R	18188624	18188625	+	1	18188625	40.1297007809585	40.1297007809585
4671	chr3R	18196630	18196647	+	2	18196631	4.6367567513422	2.3183783756711
4672	chr3R	18231667	18231668	+	1	18231668	5.77566002886195	5.77566002886195
4673	chr3R	18248883	18248893	+	2	18248884	2.71025321151637	1.54798541945008
4674	chr3R	18312539	18312543	+	2	18312540	3.48064616773738	2.3183783756711
4675	chr3R	18322933	18322934	+	1	18322934	7.69240752725689	7.69240752725689
4676	chr3R	18433336	18433340	+	2	18433340	3.09559808442614	1.93333029235985
4677	chr3R	18444204	18444205	+	1	18444205	13.4329177540685	13.4329177540685
4678	chr3R	18554583	18554587	+	2	18554587	5.40440402919964	3.85641860974955
4679	chr3R	18617192	18617202	+	2	18617193	6.5578052450933	4.62447495273345
4680	chr3R	18618165	18618185	+	2	18618166	3.09597083890017	1.54798541945008
4681	chr3R	18917519	18917520	+	1	18917520	42.4138068693532	42.4138068693532
4682	chr3R	18919079	18919080	+	1	18919080	5.00831368017223	5.00831368017223
4683	chr3R	18923447	18923448	+	1	18923448	8.07552011196818	8.07552011196818
4684	chr3R	18948098	18948099	+	1	18948099	8.4585628685967	8.4585628685967
4685	chr3R	18949669	18949673	+	2	18949670	5.7884990873245	4.24051366787441
4686	chr3R	19080584	19080585	+	1	19080585	6.92595847127459	6.92595847127459
4687	chr3R	19110420	19110421	+	1	19110421	20.6907126331071	20.6907126331071
4688	chr3R	19182265	19182269	+	2	19182266	4.63444409634231	3.47217630427602
4689	chr3R	19184550	19184551	+	1	19184551	7.30922160650763	7.30922160650763
4690	chr3R	19185010	19185026	+	2	19185026	5.02155819945058	2.70317982377949
4691	chr3R	19185219	19185220	+	1	19185220	5.00831368017223	5.00831368017223
4692	chr3R	19185376	19185380	+	2	19185377	11.9234257023399	9.99009540998002
4693	chr3R	19185611	19185612	+	1	19185612	8.07552011196818	8.07552011196818
4694	chr3R	19432490	19432507	+	2	19432491	5.02155819945058	2.70317982377949
4695	chr3R	19482483	19482485	+	2	19482484	6.17246037218354	4.62447495273345
4696	chr3R	19504016	19504020	+	2	19504020	3.09559808442614	1.93333029235985
4697	chr3R	19505538	19505539	+	1	19505539	12.2857368361036	12.2857368361036
4698	chr3R	19511459	19511463	+	2	19511460	6.17246037218354	4.62447495273345
4699	chr3R	19511485	19511486	+	1	19511486	32.8932505719231	32.8932505719231
4700	chr3R	19512468	19512469	+	1	19512469	9.60730269598138	9.60730269598138
4701	chr3R	19578792	19578793	+	1	19578793	28.7010007475895	28.7010007475895
4702	chr3R	19584077	19584081	+	2	19584081	3.09559808442614	1.93333029235985
4703	chr3R	19673623	19673634	+	2	19673624	5.78674274479974	4.62447495273345
4704	chr3R	19673733	19673737	+	2	19673734	2.71025321151637	1.54798541945008
4705	chr3R	19752049	19752054	+	2	19752054	10.3981347755506	6.92595847127459
4706	chr3R	19759741	19759745	+	2	19759745	2.71025321151637	1.54798541945008
4707	chr3R	19760551	19760567	+	2	19760552	3.09559808442614	1.93333029235985
4708	chr3R	19784386	19784387	+	1	19784387	19.927267474403	19.927267474403
4709	chr3R	19810027	19810031	+	2	19810028	12.7017966154488	6.54261381066948
4710	chr3R	19810589	19810590	+	1	19810590	29.4633935860134	29.4633935860134
4711	chr3R	19818729	19818745	+	3	19818733	13.0979141238928	7.69240752725689
4712	chr3R	19819755	19819771	+	2	19819771	8.86099218634058	6.54261381066948
4713	chr3R	19820204	19820205	+	1	19820205	9.60730269598138	9.60730269598138
4714	chr3R	19820881	19820902	+	2	19820902	11.9293092450993	8.84153898526358
4715	chr3R	19821403	19821404	+	1	19821404	6.15918280477931	6.15918280477931
4716	chr3R	19822136	19822164	+	3	19822164	17.6806737282831	13.8152261124373
4717	chr3R	19822661	19822662	+	1	19822662	35.5599588824862	35.5599588824862
4718	chr3R	19866484	19866497	+	2	19866485	3.48064616773738	2.3183783756711
4719	chr3R	19867988	19867991	+	2	19867989	3.86544761584577	2.70317982377949
4720	chr3R	19874010	19874011	+	1	19874011	8.4585628685967	8.4585628685967
4721	chr3R	19874214	19874215	+	1	19874215	6.15918280477931	6.15918280477931
4722	chr3R	19874310	19874311	+	1	19874311	6.54261381066948	6.54261381066948
4723	chr3R	19874447	19874466	+	2	19874466	4.63444409634231	3.47217630427602
4724	chr3R	19874764	19874769	+	2	19874765	8.85720702595771	7.30922160650763
4725	chr3R	19879264	19879265	+	1	19879265	9.60730269598138	9.60730269598138
4726	chr3R	19880131	19880132	+	1	19880132	9.22445137207965	9.22445137207965
4727	chr3R	19897855	19897856	+	1	19897856	83.4639855451842	83.4639855451842
4728	chr3R	19923092	19923093	+	1	19923093	9.22445137207965	9.22445137207965
4729	chr3R	20056247	20056248	+	1	20056248	11.1381437082637	11.1381437082637
4730	chr3R	20068832	20068837	+	2	20068833	5.78674274479974	4.62447495273345
4731	chr3R	20075762	20075763	+	1	20075763	10.3728317779009	10.3728317779009
4732	chr3R	20112138	20112142	+	2	20112139	5.0201617237261	3.47217630427602
4733	chr3R	20159934	20159935	+	1	20159935	6.54261381066948	6.54261381066948
4734	chr3R	20175775	20175776	+	1	20175776	5.77566002886195	5.77566002886195
4735	chr3R	20344351	20344361	+	2	20344352	2.71025321151637	1.54798541945008
4736	chr3R	20346294	20346295	+	1	20346295	7.69240752725689	7.69240752725689
4737	chr3R	20347901	20347902	+	1	20347902	5.39203933188174	5.39203933188174
4738	chr3R	20426038	20426039	+	1	20426039	5.00831368017223	5.00831368017223
4739	chr3R	20451414	20451415	+	1	20451415	14.9619117069052	14.9619117069052
4740	chr3R	20451491	20451492	+	1	20451492	21.0723943832629	21.0723943832629
4741	chr3R	20458090	20458091	+	1	20458091	8.07552011196818	8.07552011196818
4742	chr3R	20458216	20458236	+	2	20458217	3.09559808442614	1.93333029235985
4743	chr3R	20475841	20475842	+	1	20475842	9.60730269598138	9.60730269598138
4744	chr3R	20478997	20479018	+	2	20478998	3.86636379512118	2.3183783756711
4745	chr3R	20506718	20506719	+	1	20506719	5.77566002886195	5.77566002886195
4746	chr3R	20543108	20543112	+	2	20543109	2.32453558413257	1.16226779206629
4747	chr3R	20596450	20596472	+	3	20596451	14.6239970211305	10.3728317779009
4748	chr3R	20596527	20596528	+	1	20596528	9.60730269598138	9.60730269598138
4749	chr3R	20643208	20643212	+	2	20643209	2.32453558413257	1.16226779206629
4750	chr3R	20647973	20647987	+	3	20647984	53.5264610209023	48.1220569917027
4751	chr3R	20673060	20673061	+	1	20673061	9.22445137207965	9.22445137207965
4752	chr3R	20677329	20677335	+	2	20677335	5.01868640181584	3.85641860974955
4753	chr3R	20797591	20797600	+	2	20797600	3.48131571180993	1.93333029235985
4754	chr3R	20848985	20848989	+	2	20848986	19.9744089172166	13.8152261124373
4755	chr3R	20875929	20875930	+	1	20875930	17.6362391963443	17.6362391963443
4756	chr3R	20878529	20878530	+	1	20878530	5.00831368017223	5.00831368017223
4757	chr3R	20902036	20902037	+	1	20902037	54.5882726199154	54.5882726199154
4758	chr3R	20924493	20924494	+	1	20924494	11.1381437082637	11.1381437082637
4759	chr3R	20925041	20925042	+	1	20925042	5.00831368017223	5.00831368017223
4760	chr3R	20925119	20925123	+	2	20925123	5.02110055219558	3.08777025983574
4761	chr3R	20925472	20925473	+	1	20925473	5.00831368017223	5.00831368017223
4762	chr3R	20925701	20925702	+	1	20925702	5.77566002886195	5.77566002886195
4763	chr3R	20925930	20925931	+	1	20925931	6.54261381066948	6.54261381066948
4764	chr3R	20926413	20926427	+	2	20926427	6.17058147223852	5.00831368017223
4765	chr3R	21075074	21075075	+	1	21075075	14.9619117069052	14.9619117069052
4766	chr3R	21084303	21084304	+	1	21084304	8.4585628685967	8.4585628685967
4767	chr3R	21088462	21088463	+	1	21088463	32.1311841754643	32.1311841754643
4768	chr3R	21165695	21165696	+	1	21165696	5.00831368017223	5.00831368017223
4769	chr3R	21299211	21299212	+	1	21299212	5.00831368017223	5.00831368017223
4770	chr3R	21311121	21311122	+	1	21311122	12.6681743880866	12.6681743880866
4771	chr3R	21506586	21506593	+	3	21506590	58.0949330923585	52.306434005034
4772	chr3R	21677376	21677383	+	2	21677383	4.63444409634231	3.47217630427602
4773	chr3R	21707716	21707717	+	1	21707717	14.197493831883	14.197493831883
4774	chr3R	21712136	21712150	+	2	21712137	3.48064616773738	2.3183783756711
4775	chr3R	21718564	21718565	+	1	21718565	6.15918280477931	6.15918280477931
4776	chr3R	21837161	21837165	+	2	21837162	12.3175352866799	7.30922160650763
4777	chr3R	21847659	21847676	+	2	21847660	3.09597083890017	1.54798541945008
4778	chr3R	21847948	21847949	+	1	21847949	8.84153898526358	8.84153898526358
4779	chr3R	21872756	21872760	+	2	21872757	2.71025321151637	1.54798541945008
4780	chr3R	21873238	21873239	+	1	21873239	6.15918280477931	6.15918280477931
4781	chr3R	21874829	21874830	+	1	21874830	6.92595847127459	6.92595847127459
4782	chr3R	21882382	21882391	+	2	21882383	16.5098971263553	14.9619117069052
4783	chr3R	22010408	22010409	+	1	22010409	15.3440638979909	15.3440638979909
4784	chr3R	22293670	22293690	+	2	22293671	3.48131571180993	1.93333029235985
4785	chr3R	22405431	22405432	+	1	22405432	48.502510908602	48.502510908602
4786	chr3R	22408395	22408415	+	2	22408415	3.48131571180993	1.93333029235985
4787	chr3R	22412505	22412513	+	2	22412506	4.25116524322957	2.70317982377949
4788	chr3R	22420689	22420694	+	2	22420690	5.02110055219558	3.08777025983574
4789	chr3R	22421588	22421589	+	1	22421589	13.4329177540685	13.4329177540685
4790	chr3R	22427465	22427466	+	1	22427466	9.60730269598138	9.60730269598138
4791	chr3R	22445867	22445868	+	1	22445868	88.0193856796465	88.0193856796465
4792	chr3R	22457593	22457594	+	1	22457594	9.99009540998002	9.99009540998002
4793	chr3R	22457813	22457837	+	3	22457814	11.9453952706102	6.54261381066948
4794	chr3R	22458555	22458565	+	2	22458556	24.5445706875389	21.0723943832629
4795	chr3R	22458598	22458599	+	1	22458599	6.92595847127459	6.92595847127459
4796	chr3R	22465746	22465747	+	1	22465747	81.9453090751866	81.9453090751866
4797	chr3R	22466466	22466467	+	1	22466467	5.77566002886195	5.77566002886195
4798	chr3R	22466550	22466551	+	1	22466551	5.00831368017223	5.00831368017223
4799	chr3R	22466712	22466713	+	1	22466713	122.537856853421	122.537856853421
4800	chr3R	22663884	22663885	+	1	22663885	20.3090038342817	20.3090038342817
4801	chr3R	22668015	22668016	+	1	22668016	9.99009540998002	9.99009540998002
4802	chr3R	22694365	22694366	+	1	22694366	8.84153898526358	8.84153898526358
4803	chr3R	22694411	22694435	+	3	22694415	15.7868467963068	8.4585628685967
4804	chr3R	22694813	22694814	+	1	22694814	11.90325354315	11.90325354315
4805	chr3R	22809832	22809849	+	2	22809833	3.48064616773738	2.3183783756711
4806	chr3R	22820553	22820554	+	1	22820554	5.00831368017223	5.00831368017223
4807	chr3R	22876001	22876002	+	1	22876002	5.00831368017223	5.00831368017223
4808	chr3R	22942458	22942486	+	4	22942462	56.6413745943842	43.555681099978
4809	chr3R	22955625	22955626	+	1	22955626	15.3440638979909	15.3440638979909
4810	chr3R	23099423	23099427	+	2	23099424	245.088833117752	222.871550926315
4811	chr3R	23100530	23100531	+	1	23100531	8.4585628685967	8.4585628685967
4812	chr3R	23100563	23100564	+	1	23100564	9.60730269598138	9.60730269598138
4813	chr3R	23465516	23465536	+	3	23465536	14.2470619559212	8.4585628685967
4814	chr3R	23536376	23536382	+	2	23536377	2.71025321151637	1.54798541945008
4815	chr3R	23742635	23742667	+	4	23742640	78.0198418685154	52.306434005034
4816	chr3R	23748526	23748540	+	3	23748527	60.1015858866266	29.082206763366
4817	chr3R	23748586	23748596	+	3	23748596	57.7119406016699	52.306434005034
4818	chr3R	23748898	23748899	+	1	23748899	16.8723158102368	16.8723158102368
4819	chr3R	23748925	23748929	+	2	23748926	39.0354675863006	35.179048976551
4820	chr3R	23748962	23748993	+	4	23748963	15.7940870036568	8.07552011196818
4821	chr3R	23749176	23749195	+	2	23749195	13.0687084469172	11.5207230274671
4822	chr3R	23749251	23749271	+	2	23749252	73.3652927576458	55.7290535613015
4823	chr3R	23749304	23749317	+	3	23749308	39.8855081430296	22.980414084685
4824	chr3R	23749344	23749367	+	3	23749367	15.7608208023613	13.0505675908449
4825	chr3R	23749399	23749427	+	3	23749409	5.79877790820562	2.70317982377949
4826	chr3R	23749855	23749856	+	1	23749856	9.22445137207965	9.22445137207965
4827	chr3R	23749963	23750002	+	4	23750002	9.2694420446604	4.24051366787441
4828	chr3R	23750106	23750110	+	2	23750107	3.48131571180993	1.93333029235985
4829	chr3R	23750208	23750209	+	1	23750209	5.77566002886195	5.77566002886195
4830	chr3R	23750284	23750285	+	1	23750285	5.00831368017223	5.00831368017223
4831	chr3R	23750495	23750504	+	2	23750496	51.6116515472343	46.2196122153526
4832	chr3R	23750563	23750564	+	1	23750564	9.99009540998002	9.99009540998002
4833	chr3R	23777763	23777783	+	2	23777783	9.24695306461505	6.15918280477931
4834	chr3R	23790925	23790929	+	2	23790926	4.25116524322957	2.70317982377949
4835	chr3R	23792602	23792603	+	1	23792603	6.15918280477931	6.15918280477931
4836	chr3R	23915174	23915192	+	2	23915175	6.55629909962231	5.00831368017223
4837	chr3R	23916294	23916295	+	1	23916295	5.39203933188174	5.39203933188174
4838	chr3R	24430051	24430055	+	2	24430052	3.09559808442614	1.93333029235985
4839	chr3R	24430104	24430105	+	1	24430105	5.00831368017223	5.00831368017223
4840	chr3R	24430739	24430760	+	3	24430760	32.9671339024854	26.7946735303018
4841	chr3R	24430841	24430842	+	1	24430842	8.4585628685967	8.4585628685967
4842	chr3R	24649979	24649980	+	1	24649980	7.30922160650763	7.30922160650763
4843	chr3R	24748171	24748172	+	1	24748172	16.490304653159	16.490304653159
4844	chr3R	24758785	24758786	+	1	24758786	17.6362391963443	17.6362391963443
4845	chr3R	24873433	24873456	+	3	24873456	18.4591244717018	12.6681743880866
4846	chr3R	24875211	24875219	+	3	24875216	61.866300524922	58.7707024404959
4847	chr3R	24949082	24949083	+	1	24949083	7.30922160650763	7.30922160650763
4848	chr3R	24960833	24960834	+	1	24960834	11.5207230274671	11.5207230274671
4849	chr3R	24974082	24974083	+	1	24974083	21.4540495784629	21.4540495784629
4850	chr3R	24974109	24974121	+	2	24974110	3.09597083890017	1.54798541945008
4851	chr3R	24981026	24981030	+	2	24981030	6.5578052450933	4.62447495273345
4852	chr3R	24982289	24982309	+	3	24982296	5.02863158718747	2.3183783756711
4853	chr3R	24983845	24983846	+	1	24983846	17.2542937442294	17.2542937442294
4854	chr3R	24987540	24987541	+	1	24987541	6.15918280477931	6.15918280477931
4855	chr3R	24987749	24987750	+	1	24987750	6.54261381066948	6.54261381066948
4856	chr3R	24988133	24988137	+	2	24988134	4.25003805190202	3.08777025983574
4857	chr3R	24989532	24989548	+	2	24989533	2.32453558413257	1.16226779206629
4858	chr3R	25023274	25023279	+	2	25023279	3.48064616773738	2.3183783756711
4859	chr3R	25045883	25045887	+	2	25045884	5.40440402919964	3.85641860974955
4860	chr3R	25045937	25045938	+	1	25045938	9.99009540998002	9.99009540998002
4861	chr3R	25045985	25045993	+	2	25045993	5.4027814599407	4.24051366787441
4862	chr3R	25046200	25046221	+	2	25046221	3.86636379512118	2.3183783756711
4863	chr3R	25046258	25046267	+	2	25046259	7.71149350395172	5.00831368017223
4864	chr3R	25046380	25046384	+	2	25046381	12.30041150033	11.1381437082637
4865	chr3R	25046447	25046505	+	6	25046482	556.48338421632	543.355827002473
4866	chr3R	25047563	25047567	+	2	25047567	11.1674964849515	6.15918280477931
4867	chr3R	25047709	25047722	+	2	25047722	5.02155819945058	2.70317982377949
4868	chr3R	25047756	25047793	+	6	25047786	59.8716508174969	21.0723943832629
4869	chr3R	25309672	25309692	+	2	25309673	3.09597083890017	1.54798541945008
4870	chr3R	25324505	25324514	+	2	25324514	4.25116524322957	2.70317982377949
4871	chr3R	25417556	25417557	+	1	25417557	9.60730269598138	9.60730269598138
4872	chr3R	25417837	25417845	+	2	25417845	2.71025321151637	1.54798541945008
4873	chr3R	25419555	25419562	+	2	25419562	2.71025321151637	1.54798541945008
4874	chr3R	25419687	25419691	+	2	25419688	5.01868640181584	3.85641860974955
4875	chr3R	25424642	25424646	+	2	25424646	3.48064616773738	2.3183783756711
4876	chr3R	25444784	25444785	+	1	25444785	6.15918280477931	6.15918280477931
4877	chr3R	25446422	25446441	+	2	25446441	2.71025321151637	1.54798541945008
4878	chr3R	25497378	25497401	+	3	25497381	244.967273472489	236.107984708854
4879	chr3R	25497922	25497923	+	1	25497923	14.197493831883	14.197493831883
4880	chr3R	25497967	25497971	+	2	25497968	33.3493817615137	24.124930389434
4881	chr3R	25562686	25562687	+	1	25562687	5.00831368017223	5.00831368017223
4882	chr3R	25563983	25563984	+	1	25563984	12.6681743880866	12.6681743880866
4883	chr3R	25610053	25610054	+	1	25610054	11.1381437082637	11.1381437082637
4884	chr3R	25628914	25628918	+	2	25628918	14.6103200125397	11.1381437082637
4885	chr3R	25651438	25651439	+	1	25651439	6.54261381066948	6.54261381066948
4886	chr3R	25689133	25689134	+	1	25689134	31.3690483401686	31.3690483401686
4887	chr3R	25689557	25689558	+	1	25689558	5.77566002886195	5.77566002886195
4888	chr3R	25732093	25732103	+	2	25732103	11.9234257023399	9.99009540998002
4889	chr3R	25759016	25759017	+	1	25759017	24.887824761235	24.887824761235
4890	chr3R	25823646	25823647	+	1	25823647	9.22445137207965	9.22445137207965
4891	chr3R	25830673	25830674	+	1	25830674	85.7418018334839	85.7418018334839
4892	chr3R	25830701	25830715	+	2	25830702	44.754175733692	40.1297007809585
4893	chr3R	25835521	25835522	+	1	25835522	22.2172821914374	22.2172821914374
4894	chr3R	25836007	25836008	+	1	25836008	6.92595847127459	6.92595847127459
4895	chr3R	25867477	25867478	+	1	25867478	5.77566002886195	5.77566002886195
4896	chr3R	25874323	25874341	+	2	25874324	4.25170866803095	2.3183783756711
4897	chr3R	25878702	25878703	+	1	25878703	5.00831368017223	5.00831368017223
4898	chr3R	25884029	25884030	+	1	25884030	7.69240752725689	7.69240752725689
4899	chr3R	25935045	25935073	+	3	25935046	3.87252100358266	1.54798541945008
4900	chr3R	25936219	25936237	+	3	25936223	6.56908597164567	3.08777025983574
4901	chr3R	25936284	25936285	+	1	25936285	8.4585628685967	8.4585628685967
4902	chr3R	25945987	25946007	+	2	25945988	3.48064616773738	2.3183783756711
4903	chr3R	25946873	25946912	+	4	25946897	25.3367192421938	20.3090038342817
4904	chr3R	26187672	26187676	+	2	26187676	12.6861291277138	11.1381437082637
4905	chr3R	26214545	26214587	+	8	26214549	1121.61957670419	841.994533514712
4906	chr3R	26216116	26216154	+	3	26216135	8.10391176459837	5.00831368017223
4907	chr3R	26216181	26216182	+	1	26216182	18.781887601298	18.781887601298
4908	chr3R	26216228	26216229	+	1	26216229	11.1381437082637	11.1381437082637
4909	chr3R	26358280	26358284	+	2	26358281	6.17535612805551	3.47217630427602
4910	chr3R	26358327	26358328	+	1	26358328	202.065261741835	202.065261741835
4911	chr3R	26388894	26388895	+	1	26388895	7.30922160650763	7.30922160650763
4912	chr3R	26398196	26398201	+	2	26398201	13.8304421801529	12.6681743880866
4913	chr3R	26518411	26518412	+	1	26518412	8.84153898526358	8.84153898526358
4914	chr3R	26632861	26632862	+	1	26632862	12.6681743880866	12.6681743880866
4915	chr3R	26645116	26645117	+	1	26645117	8.07552011196818	8.07552011196818
4916	chr3R	26761001	26761002	+	1	26761002	11.1381437082637	11.1381437082637
4917	chr3R	26881236	26881247	+	3	26881247	5.02863158718747	2.3183783756711
4918	chr3R	27019076	27019077	+	1	27019077	5.77566002886195	5.77566002886195
4919	chr3R	27029384	27029385	+	1	27029385	6.15918280477931	6.15918280477931
4920	chr3R	27039180	27039181	+	1	27039181	15.3440638979909	15.3440638979909
4921	chr3R	27056388	27056413	+	4	27056413	28.4398051653945	15.7261795296873
4922	chr3R	27281038	27281039	+	1	27281039	5.39203933188174	5.39203933188174
4923	chr3R	27324954	27324955	+	1	27324955	11.90325354315	11.90325354315
4924	chr3R	27330672	27330673	+	1	27330673	5.00831368017223	5.00831368017223
4925	chr3R	27332663	27332679	+	2	27332679	5.02110055219558	3.08777025983574
4926	chr3R	27399756	27399757	+	1	27399757	7.69240752725689	7.69240752725689
4927	chr3R	27399798	27399799	+	1	27399799	10.7555138954498	10.7555138954498
4928	chr3R	27555572	27555586	+	2	27555586	27.9653290274013	26.0319987350414
4929	chr3R	27555780	27555808	+	3	27555795	12.7135080794525	7.69240752725689
4930	chr3R	27559276	27559295	+	2	27559277	2.32453558413257	1.16226779206629
4931	chr3R	27573389	27573390	+	1	27573390	29.8445614657546	29.8445614657546
4932	chr3R	27576488	27576506	+	2	27576489	3.86636379512118	2.3183783756711
4933	chr3R	27600301	27600302	+	1	27600302	16.8723158102368	16.8723158102368
4934	chr3R	27600430	27600431	+	1	27600431	9.22445137207965	9.22445137207965
4935	chr3R	27619994	27619995	+	1	27619995	5.00831368017223	5.00831368017223
4936	chr3R	27623546	27623556	+	2	27623556	3.48064616773738	2.3183783756711
4937	chr3R	27623720	27623724	+	2	27623721	3.86544761584577	2.70317982377949
4938	chr3R	27631145	27631149	+	2	27631146	25.7138547955004	16.8723158102368
4939	chr3R	27631177	27631178	+	1	27631178	7.30922160650763	7.30922160650763
4940	chr3R	27814997	27815010	+	2	27814998	3.09559808442614	1.93333029235985
4941	chr3R	27878552	27878553	+	1	27878553	12.6681743880866	12.6681743880866
4942	chr3R	27878621	27878622	+	1	27878622	8.84153898526358	8.84153898526358
4943	chr3R	27878968	27878978	+	3	27878978	51.2277749871686	47.3611144024489
4944	chr3R	27879138	27879139	+	1	27879139	6.15918280477931	6.15918280477931
4945	chr3R	27879403	27879404	+	1	27879404	26.7946735303018	26.7946735303018
4946	chr3R	27879464	27879479	+	3	27879468	7.33706477748694	3.85641860974955
4947	chr3R	27879915	27879921	+	2	27879921	10.3918931609565	8.4585628685967
4948	chr3R	27880162	27880221	+	4	27880201	8.88746434731677	3.08777025983574
4949	chr3R	27880278	27880279	+	1	27880279	5.39203933188174	5.39203933188174
4950	chr3R	27880634	27880658	+	3	27880635	41.0058737859319	30.6068413655129
4951	chr3R	136197	136203	-	2	136203	2.71025321151637	1.54798541945008
4952	chr3R	155918	155919	-	1	155919	7.30922160650763	7.30922160650763
