chr	start	end	strand	h_matrix
chr3L	15061884	15061889	-	0
chr3L	15061993	15062010	-	0.0358575941261846
chr3L	15062062	15062063	-	0
chr3L	15062182	15062183	-	0
chr3L	15131304	15131323	-	0.00210526315789474
chr3L	15131553	15131554	-	0
chr3L	15132087	15132106	-	0
chr3L	15132356	15132375	-	0
chr3L	15132429	15132454	-	0
chr3L	15132537	15132538	-	0
chr3L	15135442	15135443	-	0
chr3L	15135645	15135650	-	0
chr3L	15150096	15150099	-	0
chr3L	15234194	15234198	+	0.038265306122449
chr3L	15298558	15298559	+	0
chr3L	15451288	15451298	+	0.00384615384615385
chr3L	15504146	15504153	+	0
chr3L	15528679	15528680	+	0
chr3L	15545916	15545917	+	0
chr3L	15556554	15556555	+	0
chr3L	15556741	15556749	+	0
chr3L	15569693	15569694	+	0
chr3L	15575034	15575075	+	0
chr3L	15576768	15576769	+	0
chr3L	15578989	15579005	-	0
chr3L	15579224	15579244	-	0
chr3L	15581299	15581302	-	0
chr3L	15593915	15593916	+	0
chr3L	15596122	15596133	+	0
chr3L	15600415	15600419	+	0
chr3L	15616248	15616252	+	0
chr3L	15721083	15721084	-	0
chr3L	15806639	15806640	-	0
chr3L	15809088	15809091	-	0
chr3L	15809483	15809489	-	0
chr3L	15809518	15809520	-	0
chr3L	15812466	15812479	-	0
chr3L	15825026	15825027	+	0
chr3L	15828453	15828456	-	0
chr3L	15828941	15828944	-	0
chr3L	15893302	15893303	-	0
chr3L	15949308	15949309	+	0
chr3L	15961347	15961351	+	0.0188536953242836
chr3L	15966733	15966741	-	0
chr3L	15966800	15966801	-	0
chr3L	15970118	15970119	+	0
chr3L	15970142	15970162	+	0
chr3L	15983346	15983347	+	0
chr3L	16031627	16031629	-	0
chr3L	16032452	16032456	-	0
chr3L	16081562	16081564	-	0
chr3L	16082561	16082582	-	0
chr3L	16083452	16083456	-	0
chr3L	16113559	16113560	+	0
chr3L	16119107	16119108	+	0
chr3L	16122647	16122648	+	0
chr3L	16122734	16122765	+	0
chr3L	16124034	16124035	+	0
chr3L	16136808	16136810	-	0
chr3L	16150046	16150047	-	0
chr3L	16226215	16226236	+	0
chr3L	16257907	16257908	-	0
chr3L	16258473	16258474	+	0
chr3L	16258817	16258818	+	0
chr3L	16264376	16264380	+	0.124434389140272
chr3L	16266010	16266011	+	0
chr3L	16278241	16278245	-	0
chr3L	16296277	16296283	-	0
chr3L	16298391	16298392	-	0
chr3L	16298707	16298711	-	0
chr3L	16312623	16312629	-	0
chr3L	16313437	16313438	+	0
chr3L	16316764	16316771	+	0
chr3L	16317354	16317373	+	0
chr3L	16320998	16321000	-	0
chr3L	16341166	16341176	+	0
chr3L	16352528	16352529	-	0
chr3L	16371635	16371637	-	0
chr3L	16371667	16371668	-	0
chr3L	16373032	16373041	-	0
chr3L	16380853	16380854	+	0
chr3L	16395971	16395989	-	0
chr3L	16396226	16396228	-	0
chr3L	16397248	16397249	-	0
chr3L	16397329	16397330	-	0
chr3L	16397591	16397604	-	0
chr3L	16397948	16397973	-	0
chr3L	16398084	16398085	-	0
chr3L	16398474	16398475	-	0
chr3L	16404207	16404215	-	0
chr3L	16404281	16404285	-	0
chr3L	16404319	16404336	-	0
chr3L	16404597	16404599	-	0
chr3L	16404659	16404661	-	0
chr3L	16404726	16404730	-	0
chr3L	16405839	16405843	+	0
chr3L	16411785	16411787	-	0
chr3L	16538726	16538734	-	0
chr3L	16549918	16549919	+	0
chr3L	16550931	16550932	+	0
chr3L	16556777	16556778	-	0
chr3L	16565500	16565502	-	0
chr3L	16574365	16574366	-	0
chr3L	16577017	16577018	+	0
chr3L	16578089	16578105	+	0
chr3L	16596176	16596177	+	0
chr3L	16615657	16615658	-	0
chr3L	16642095	16642096	-	0
chr3L	16716636	16716661	+	0
chr3L	16732282	16732285	-	0
chr3L	16766617	16766621	+	0
chr3L	16768169	16768206	+	0.0151111333350001
chr3L	16773281	16773286	+	0
chr3L	16773406	16773407	+	0
chr3L	16773459	16773464	+	0
chr3L	16773726	16773739	+	0
chr3L	16783632	16783633	-	0
chr3L	16801554	16801563	+	0
chr3L	16812345	16812346	+	0
chr3L	16835584	16835585	+	0
chr3L	16884316	16884317	+	0
chr3L	16890143	16890144	+	0
chr3L	16904362	16904366	+	0
chr3L	16955826	16955843	+	0.00479766374634959
chr3L	16956207	16956217	+	0
chr3L	16957177	16957181	+	0
chr3L	16957241	16957256	+	0
chr3L	16958013	16958016	+	0
chr3L	16960946	16960950	+	0
chr3L	16985742	16985746	+	0.0106382978723404
chr3L	17009684	17009685	+	0
chr3L	17030023	17030024	-	0
chr3L	17039177	17039178	+	0
chr3L	17039254	17039263	+	0
chr3L	17040562	17040589	+	0
chr3L	17040625	17040641	+	0.0338806660499537
chr3L	17048116	17048132	+	0
chr3L	17048713	17048714	+	0
chr3L	17054693	17054697	-	0
chr3L	17055041	17055043	-	0
chr3L	17233639	17233642	-	0
chr3L	17346167	17346168	+	0
chr3L	17350658	17350672	+	0.00324675324675325
chr3L	17376821	17376823	-	0
chr3L	17379420	17379421	-	0
chr3L	17389323	17389324	-	0
chr3L	17419279	17419298	+	0
chr3L	17420266	17420269	-	0
chr3L	17420636	17420637	-	0
chr3L	17426705	17426720	-	0.00317460317460318
chr3L	17468162	17468163	+	0.0465116279069768
chr3L	17468851	17468856	+	0
chr3L	17505030	17505034	-	0
chr3L	17507374	17507388	+	0
chr3L	17517853	17517854	+	0
chr3L	17521522	17521524	-	0
chr3L	17533851	17533852	+	0
chr3L	17545097	17545100	-	0
chr3L	17586061	17586065	+	0
chr3L	17614610	17614612	-	0
chr3L	17614924	17614925	+	0
chr3L	17615429	17615430	+	0
chr3L	17631282	17631302	-	0
chr3L	17631527	17631532	-	0
chr3L	17631628	17631630	-	0
chr3L	17632257	17632258	-	0
chr3L	17632566	17632585	-	0
chr3L	17632703	17632723	-	0
chr3L	17632820	17632822	-	0
chr3L	17632977	17632979	-	0
chr3L	17633037	17633054	-	0
chr3L	17634223	17634246	-	0
chr3L	17636806	17636808	-	0
chr3L	17637111	17637113	-	0
chr3L	17637180	17637184	-	0
chr3L	17638145	17638146	-	0
chr3L	17655046	17655050	-	0
chr3L	17746895	17746896	-	0
chr3L	17795340	17795341	-	0
chr3L	17839572	17839573	-	0
chr3L	17840795	17840796	+	0.0887949260042281
chr3L	17840930	17840934	+	0.127439024390244
chr3L	17841137	17841138	+	0
chr3L	17845785	17845791	-	0
chr3L	17946641	17946649	-	0.0280448717948718
chr3L	18065032	18065034	-	0
chr3L	18083712	18083715	-	0
chr3L	18099690	18099691	+	0
chr3L	18099711	18099715	+	0
chr3L	18612148	18612151	-	0
chr3L	18656342	18656343	+	0
chr3L	18660135	18660139	+	0
chr3L	18675277	18675284	+	0
chr3L	18677130	18677132	-	0
chr3L	18743665	18743666	-	0
chr3L	18744972	18744976	-	0
chr3L	18745433	18745438	-	0
chr3L	18747520	18747534	-	0
chr3L	18793911	18793913	-	0
chr3L	18815362	18815382	+	0
chr3L	18815701	18815702	+	0
chr3L	18815745	18815746	+	0
chr3L	18819953	18819954	+	0
chr3L	18821830	18821835	-	0
chr3L	18862520	18862524	+	0
chr3L	18869385	18869392	+	0
chr3L	18897139	18897141	-	0
chr3L	18985038	18985041	-	0
chr3L	18985213	18985216	-	0
chr3L	18997236	18997237	-	0
chr3L	19038492	19038494	-	0
chr3L	19059003	19059004	+	0
chr3L	19085785	19085786	+	0
chr3L	19089316	19089321	-	0
chr3L	19090773	19090797	-	0
chr3L	19093457	19093458	-	0
chr3L	19163747	19163748	-	0
chr3L	19252414	19252417	-	0
chr3L	19257531	19257544	+	0
chr3L	19299452	19299453	-	0
chr3L	19403818	19403823	+	0
chr3L	19416299	19416303	-	0
chr3L	19440312	19440319	+	0
chr3L	19466013	19466014	+	0
chr3L	19490219	19490221	-	0
chr3L	19544546	19544548	-	0
chr3L	19580051	19580055	+	0
chr3L	19583619	19583623	-	0
chr3L	19585836	19585839	-	0
chr3L	19594730	19594731	+	0
chr3L	19601101	19601115	-	0
chr3L	19605283	19605300	-	0
chr3L	19605589	19605593	+	0
chr3L	19610228	19610231	-	0
chr3L	19635870	19635890	-	0
chr3L	19642952	19642956	-	0
chr3L	19683202	19683207	-	0
chr3L	19684593	19684603	-	0
chr3L	19684661	19684663	-	0
chr3L	19684758	19684760	-	0
chr3L	19684940	19684958	-	0
chr3L	19684985	19684995	-	0
chr3L	19688357	19688363	-	0
chr3L	19694447	19694450	-	0
chr3L	19695430	19695433	-	0
chr3L	19695558	19695559	-	0
chr3L	19699498	19699500	-	0
chr3L	19700693	19700694	-	0
chr3L	19700744	19700747	-	0
chr3L	19800282	19800283	-	0
chr3L	19803176	19803177	+	0
chr3L	19809032	19809042	-	0
chr3L	19827378	19827382	-	0
chr3L	19841649	19841650	+	0
chr3L	19852537	19852541	+	0
chr3L	19852854	19852859	+	0
chr3L	19863896	19863929	-	0
chr3L	19864050	19864051	-	0
chr3L	19864164	19864178	-	0
chr3L	19872312	19872313	+	0
chr3L	19875225	19875226	-	0
chr3L	19876557	19876560	-	0
chr3L	19876610	19876611	-	0
chr3L	19876695	19876699	-	0
chr3L	19876721	19876742	-	0
chr3L	19876776	19876801	-	0
chr3L	19876964	19876975	-	0
chr3L	19877110	19877132	-	0
chr3L	19878556	19878558	-	0
chr3L	19883988	19884003	-	0
chr3L	19884090	19884092	-	0
chr3L	19884672	19884673	-	0
chr3L	19884746	19884773	-	0
chr3L	19888520	19888528	-	0
chr3L	19898370	19898372	-	0
chr3L	19908455	19908456	+	0
chr3L	19908497	19908498	+	0
chr3L	19918056	19918077	+	0
chr3L	19921592	19921609	-	0
chr3L	19925535	19925547	+	0
chr3L	19925973	19925991	+	0
chr3L	19988875	19988876	+	0
chr3L	19994246	19994257	+	0
chr3L	19994300	19994304	+	0
chr3L	19995296	19995297	+	0
chr3L	20013746	20013747	+	0
chr3L	20120484	20120485	-	0
chr3L	20131957	20131958	+	0
chr3L	20181772	20181794	+	0
chr3L	20195254	20195255	-	0
chr3L	20205183	20205185	-	0
chr3L	20227327	20227329	-	0
chr3L	20235585	20235618	+	0.00140944326990839
chr3L	20290301	20290302	-	0
chr3L	20295513	20295514	+	0
chr3L	20299383	20299385	-	0
chr3L	20303325	20303326	+	0
chr3L	20303390	20303403	+	0
chr3L	20304142	20304146	+	0
chr3L	20304535	20304558	+	0
chr3L	20304767	20304771	+	0
chr3L	20304838	20304859	+	0
chr3L	20306192	20306213	+	0.00442453404125878
chr3L	20309032	20309033	+	0
chr3L	20341441	20341442	+	0
chr3L	20342035	20342054	+	0.00929152148664343
chr3L	20342092	20342093	+	0
chr3L	20343401	20343414	+	0
chr3L	20344026	20344035	+	0
chr3L	20344190	20344191	+	0
chr3L	20344286	20344305	+	0.0253036437246964
chr3L	20345900	20345901	+	0
chr3L	20367328	20367330	-	0
chr3L	20368636	20368638	-	0
chr3L	20369488	20369489	+	0
chr3L	20372470	20372490	+	0
chr3L	20373161	20373162	+	0
chr3L	20384722	20384739	+	0
chr3L	20403655	20403657	-	0
chr3L	20425703	20425715	+	0.0384146341463415
chr3L	20425779	20425780	+	0
chr3L	20428131	20428132	+	0
chr3L	20431633	20431639	-	0
chr3L	20466445	20466446	-	0
chr3L	20466481	20466486	-	0
chr3L	20467550	20467551	+	0
chr3L	20489001	20489002	+	0
chr3L	20490468	20490469	+	0
chr3L	20507755	20507757	-	0
chr3L	20512370	20512396	-	0
chr3L	20512515	20512517	-	0
chr3L	20515374	20515375	+	0
chr3L	20516385	20516387	-	0
chr3L	20712299	20712305	-	0
chr3L	20737487	20737488	+	0
chr3L	20764656	20764657	+	0
chr3L	20804241	20804245	+	0
chr3L	20988083	20988085	-	0
chr3L	20990678	20990682	-	0
chr3L	21022217	21022221	+	0
chr3L	21024398	21024400	-	0
chr3L	21065962	21065963	+	0
chr3L	21113817	21113819	-	0
chr3L	21113942	21113943	-	0
chr3L	21127682	21127699	-	0
chr3L	21128598	21128602	-	0
chr3L	21128845	21128858	-	0
chr3L	21129124	21129143	-	0
chr3L	21129163	21129165	-	0
chr3L	21209983	21210000	+	0
chr3L	21211099	21211103	+	0
chr3L	21212179	21212180	+	0
chr3L	21272693	21272695	-	0
chr3L	21273803	21273804	-	0
chr3L	21280608	21280640	+	0.00164473684210526
chr3L	21280846	21280847	+	0
chr3L	21281187	21281207	+	0
chr3L	21281372	21281399	+	0.00189933523266856
chr3L	21281460	21281461	+	0
chr3L	21281572	21281590	+	0
chr3L	21282733	21282734	+	0
chr3L	21282977	21282982	+	0
chr3L	21329862	21329882	+	0
chr3L	21330277	21330278	+	0
chr3L	21428538	21428542	+	0
chr3L	21429849	21429868	+	0
chr3L	21486928	21486932	+	0
chr3L	21489450	21489452	-	0
chr3L	21490593	21490594	-	0
chr3L	21500947	21500948	+	0
chr3L	21512836	21512840	+	0
chr3L	21513567	21513590	+	0
chr3L	21513666	21513670	+	0
chr3L	21516294	21516295	+	0
chr3L	21518630	21518631	+	0
chr3L	21519149	21519165	+	0
chr3L	21519704	21519725	+	0
chr3L	21519895	21519909	+	0
chr3L	21526787	21526789	-	0
chr3L	21530145	21530151	+	0
chr3L	21532482	21532517	-	0
chr3L	21532962	21532966	+	0
chr3L	21533614	21533615	+	0
chr3L	21548510	21548514	-	0
chr3L	21568823	21568824	+	0
chr3L	21619402	21619403	+	0
chr3L	21657051	21657052	+	0
chr3L	21657526	21657527	+	0
chr3L	21673163	21673167	+	0
chr3L	21722030	21722034	+	0
chr3L	21722724	21722728	+	0
chr3L	21723553	21723555	-	0
chr3L	21723933	21723934	-	0
chr3L	21724650	21724651	-	0
chr3L	21727196	21727197	+	0
chr3L	21727280	21727281	+	0
chr3L	21733223	21733226	-	0
chr3L	21734634	21734635	+	0
chr3L	21747269	21747279	-	0
chr3L	21815035	21815053	+	0
chr3L	21818073	21818074	+	0
chr3L	21820187	21820191	+	0
chr3L	21820530	21820547	+	0
chr3L	21826792	21826793	+	0
chr3L	21826937	21826938	+	0
chr3L	21826967	21826973	+	0
chr3L	21827222	21827233	+	0
chr3L	21827654	21827673	+	0
chr3L	21885600	21885601	+	0
chr3L	21900602	21900606	+	0
chr3L	21914215	21914222	+	0
chr3L	21914373	21914374	+	0
chr3L	21940125	21940140	+	0.0264034068912118
chr3L	22059921	22059929	+	0
chr3L	22060454	22060455	-	0
chr3L	22062177	22062179	-	0
chr3L	22069357	22069358	+	0
chr3L	22069403	22069408	+	0
chr3L	22069544	22069582	+	0
chr3L	22069680	22069687	+	0
chr3L	22069712	22069731	+	0
chr3L	22069799	22069800	+	0
chr3L	22069841	22069842	+	0
chr3L	22069922	22069926	+	0
chr3L	22069985	22069986	+	0
chr3L	22070106	22070129	+	0
chr3L	22259753	22259775	-	0
chr3L	22262496	22262503	+	0
chr3L	22278141	22278145	-	0
chr3L	22279233	22279237	-	0
chr3L	22282232	22282233	+	0
chr3L	22283655	22283659	+	0
chr3L	22285729	22285730	+	0
chr3L	22286313	22286314	-	0
chr3L	22289760	22289764	-	0
chr3L	22289895	22289903	-	0.0600961538461538
chr3L	22290434	22290436	-	0
chr3L	22290539	22290559	-	0
chr3L	22687180	22687181	+	0
chr3L	22690697	22690698	+	0
chr3L	22719547	22719549	-	0
chr3L	22720874	22720877	-	0
chr3L	22735645	22735646	+	0
chr3L	22770812	22770813	+	0
chr3L	22857242	22857243	+	0
chr3L	22860663	22860665	-	0
chr3L	22866871	22866872	-	0
chr3L	23086832	23086851	-	0
chr3L	23087910	23087927	-	0
chr3L	23088212	23088213	-	0
chr3L	23088407	23088409	-	0
chr3L	23096285	23096295	+	0
chr3L	23141028	23141029	-	0
chr3L	23318834	23318836	-	0
chr3L	23320715	23320721	-	0.033033033033033
chr3L	23322024	23322027	-	0
chr3L	23322059	23322062	-	0
chr3L	23322176	23322178	-	0
chr3L	23322262	23322264	-	0
chr3L	23322464	23322481	-	0
chr3L	23323085	23323086	-	0
chr3L	23324065	23324067	-	0
chr3L	23327600	23327618	-	0
chr3L	23327674	23327679	-	0
chr3L	23327722	23327725	-	0
chr3L	23327791	23327826	-	0
chr3L	23331195	23331196	-	0
chr3L	23334631	23334638	+	0
chr3L	23453737	23453738	-	0
chr3L	23458652	23458667	-	0
chr3L	23501685	23501686	-	0
chr3L	23709185	23709201	+	0
chr3L	23709265	23709266	+	0
chr3L	23709314	23709318	+	0
chr3L	23709469	23709470	+	0
chr3L	23709652	23709656	+	0
chr3L	23730077	23730078	+	0
chr3L	23730984	23730985	-	0
chr3L	23977250	23977251	-	0
chr3L	24028855	24028875	+	0
chr3L	24365042	24365043	+	0
chr3L	24530614	24530618	+	0
chr3R	27101	27102	+	0
chr3R	47873	47874	+	0
chr3R	64954	64958	+	0
chr3R	65908	65912	+	0
chr3R	72734	72756	+	0.00112233445566779
chr3R	73987	73988	+	0
chr3R	123477	123481	+	0
chr3R	136197	136203	-	0
chr3R	137276	137277	+	0
chr3R	155918	155919	-	0
chr3R	206822	206834	+	0
chr3R	210836	210837	+	0
chr3R	213476	213477	+	0
chr3R	223644	223661	-	0
chr3R	224381	224383	-	0
chr3R	228775	228776	+	0
chr3R	228817	228828	+	0
chr3R	230275	230276	+	0
chr3R	230630	230631	+	0
chr3R	230869	230880	+	0
chr3R	232815	232816	+	0
chr3R	255748	255749	-	0
chr3R	255860	255862	-	0
chr3R	258683	258687	-	0.0362179487179487
chr3R	267983	267985	-	0
chr3R	268625	268646	-	0
chr3R	269961	269965	-	0
chr3R	271924	271928	-	0
chr3R	273653	273660	-	0
chr3R	276559	276567	-	0
chr3R	279045	279050	-	0
chr3R	292449	292454	-	0
chr3R	292495	292496	-	0
chr3R	296999	297004	-	0
chr3R	311126	311130	+	0
chr3R	312092	312093	+	0
chr3R	312693	312700	+	0
chr3R	312722	312726	+	0
chr3R	464940	464944	-	0
chr3R	467144	467147	-	0
chr3R	467238	467243	-	0
chr3R	467681	467685	+	0.0256045519203414
chr3R	480205	480218	+	0.0039447731755424
chr3R	485799	485808	+	0
chr3R	535947	535960	+	0
chr3R	536007	536028	+	0
chr3R	539578	539580	-	0
chr3R	539870	539873	-	0
chr3R	545653	545663	-	0
chr3R	549315	549316	-	0
chr3R	549613	549615	-	0
chr3R	557603	557605	-	0
chr3R	563490	563508	-	0
chr3R	569006	569008	-	0
chr3R	601331	601334	+	0
chr3R	615420	615426	-	0
chr3R	615499	615500	-	0
chr3R	615526	615528	-	0
chr3R	615642	615643	-	0
chr3R	615998	616001	-	0
chr3R	647136	647139	-	0
chr3R	647165	647166	-	0
chr3R	771061	771078	+	0
chr3R	775547	775553	-	0
chr3R	775603	775607	-	0
chr3R	778245	778247	-	0
chr3R	778365	778381	-	0
chr3R	778408	778410	-	0
chr3R	791161	791165	+	0
chr3R	911293	911295	-	0
chr3R	1047536	1047537	-	0
chr3R	1049000	1049010	-	0
chr3R	1051906	1051907	+	0
chr3R	1051975	1051984	+	0.0205128205128205
chr3R	1052198	1052199	+	0
chr3R	1053091	1053111	+	0
chr3R	1053212	1053213	+	0
chr3R	1058658	1058659	+	0
chr3R	1063691	1063692	-	0
chr3R	1064367	1064387	-	0
chr3R	1064456	1064457	-	0
chr3R	1064513	1064531	-	0
chr3R	1064749	1064751	-	0
chr3R	1108897	1108898	-	0
chr3R	1179570	1179574	-	0
chr3R	1180447	1180479	-	0
chr3R	1180811	1180812	+	0
chr3R	1182814	1182815	-	0
chr3R	1197514	1197518	+	0
chr3R	1198047	1198060	+	0.00384615384615385
chr3R	1263365	1263366	+	0
chr3R	1284469	1284470	-	0
chr3R	1291398	1291404	-	0
chr3R	1291441	1291459	-	0
chr3R	1292830	1292833	-	0
chr3R	1296359	1296360	-	0
chr3R	1299367	1299369	-	0
chr3R	1361210	1361226	+	0
chr3R	1369335	1369337	-	0
chr3R	1369417	1369419	-	0
chr3R	1373484	1373500	-	0
chr3R	1379977	1379978	-	0
chr3R	1390548	1390550	-	0
chr3R	1396069	1396070	+	0
chr3R	1396102	1396103	+	0
chr3R	1404611	1404612	+	0
chr3R	1405993	1406011	-	0
chr3R	1407052	1407055	-	0
chr3R	1418433	1418455	+	0
chr3R	1418648	1418649	+	0
chr3R	1418697	1418698	+	0
chr3R	1418741	1418742	+	0
chr3R	1418782	1418791	+	0
chr3R	1418814	1418824	+	0
chr3R	1419495	1419496	+	0
chr3R	1420159	1420168	+	0
chr3R	1421717	1421721	-	0
chr3R	1422914	1422931	-	0
chr3R	1428759	1428763	+	0
chr3R	1432260	1432270	-	0
chr3R	1438077	1438088	-	0
chr3R	1438533	1438536	-	0
chr3R	1451597	1451631	+	0
chr3R	1477074	1477075	+	0
chr3R	1478162	1478166	+	0
chr3R	1491273	1491277	-	0
chr3R	1500618	1500622	+	0
chr3R	1501129	1501144	+	0
chr3R	1501221	1501225	+	0
chr3R	1501269	1501280	+	0
chr3R	1504527	1504531	+	0
chr3R	1537278	1537300	+	0
chr3R	1538892	1538902	-	0
chr3R	1565920	1565934	-	0.0366795366795367
chr3R	1580497	1580500	-	0
chr3R	1580865	1580870	-	0.0887624466571835
chr3R	1605014	1605052	+	0
chr3R	1613096	1613098	-	0
chr3R	1613173	1613178	-	0
chr3R	1615625	1615626	+	0
chr3R	1616082	1616083	+	0
chr3R	1620041	1620044	-	0
chr3R	1621689	1621696	+	0
chr3R	1623054	1623071	+	0
chr3R	1647135	1647139	-	0
chr3R	1675579	1675581	-	0
chr3R	1826457	1826458	-	0
chr3R	1826813	1826814	-	0
chr3R	1826915	1826919	-	0
chr3R	1920731	1920747	-	0
chr3R	1926569	1926581	-	0
chr3R	2024530	2024531	+	0
chr3R	2060464	2060468	+	0
chr3R	2060528	2060532	+	0
chr3R	2060572	2060576	+	0
chr3R	2060613	2060635	+	0
chr3R	2061388	2061392	+	0
chr3R	2061435	2061436	+	0
chr3R	2061480	2061487	+	0
chr3R	2061537	2061587	+	0
chr3R	2061609	2061626	+	0
chr3R	2061774	2061775	+	0
chr3R	2061822	2061823	+	0
chr3R	2061876	2061880	+	0
chr3R	2061933	2061937	+	0
chr3R	2061997	2062015	+	0
chr3R	2062048	2062065	+	0
chr3R	2062549	2062550	+	0
chr3R	2075254	2075261	+	0
chr3R	2075281	2075285	+	0
chr3R	2075332	2075336	+	0
chr3R	2075401	2075412	+	0
chr3R	2075710	2075714	+	0
chr3R	2075829	2075839	+	0
chr3R	2075865	2075879	+	0.00713321765953345
chr3R	2076021	2076031	+	0
chr3R	2076089	2076126	+	0
chr3R	2076147	2076170	+	0
chr3R	2076352	2076356	+	0
chr3R	2076455	2076468	+	0
chr3R	2076597	2076598	+	0
chr3R	2076665	2076673	+	0
chr3R	2076697	2076698	+	0
chr3R	2077065	2077066	+	0
chr3R	2077089	2077090	+	0
chr3R	2077202	2077219	+	0.00294117647058824
chr3R	2077365	2077366	+	0
chr3R	2087068	2087078	+	0
chr3R	2125013	2125017	+	0
chr3R	2126299	2126303	+	0
chr3R	2127661	2127670	+	0
chr3R	2127711	2127730	+	0.011808367071525
chr3R	2127774	2127775	+	0
chr3R	2128885	2128896	+	0
chr3R	2166973	2166977	+	0
chr3R	2171305	2171310	-	0.101538461538462
chr3R	2171624	2171630	-	0
chr3R	2194698	2194718	+	0
chr3R	2207037	2207041	+	0
chr3R	2207414	2207415	+	0
chr3R	2208221	2208222	+	0
chr3R	2208622	2208629	+	0
chr3R	2208650	2208651	+	0
chr3R	2212212	2212246	+	0
chr3R	2233275	2233276	+	0
chr3R	2244716	2244717	+	0
chr3R	2262648	2262680	+	0
chr3R	2269207	2269217	+	0
chr3R	2270293	2270307	+	0
chr3R	2284356	2284357	+	0
chr3R	2294319	2294323	+	0
chr3R	2294919	2294920	+	0
chr3R	2295632	2295646	+	0
chr3R	2481484	2481485	+	0
chr3R	2481811	2481814	-	0
chr3R	2482128	2482130	-	0
chr3R	2483173	2483174	-	0
chr3R	2512445	2512446	+	0
chr3R	2512757	2512758	+	0
chr3R	2517300	2517302	-	0
chr3R	2517454	2517456	-	0
chr3R	2521190	2521191	-	0
chr3R	2521970	2521972	-	0
chr3R	2892828	2892831	-	0
chr3R	2900154	2900158	-	0
chr3R	2900581	2900582	+	0
chr3R	2902630	2902649	+	0
chr3R	2902828	2902829	+	0
chr3R	2902868	2902875	+	0
chr3R	2903028	2903061	+	0.00572526888316362
chr3R	2903284	2903285	+	0
chr3R	2903401	2903402	+	0
chr3R	2903767	2903769	-	0
chr3R	2903846	2903851	-	0.0291497975708502
chr3R	2905134	2905166	-	0
chr3R	2908820	2908824	+	0
chr3R	2909312	2909314	+	0
chr3R	2911827	2911829	-	0
chr3R	2912354	2912355	+	0
chr3R	2912949	2912953	+	0
chr3R	2913030	2913043	+	0
chr3R	2913110	2913130	+	0
chr3R	2913201	2913223	+	0.00678908573645416
chr3R	2913275	2913286	+	0
chr3R	2913317	2913331	+	0.00375939849624059
chr3R	2913434	2913451	+	0
chr3R	2913487	2913488	+	0
chr3R	2913566	2913567	+	0
chr3R	2913893	2913909	+	0
chr3R	2914031	2914043	+	0
chr3R	2914191	2914192	+	0
chr3R	2914274	2914294	+	0
chr3R	2914363	2914367	+	0
chr3R	2914501	2914519	+	0
chr3R	2923715	2923716	-	0
chr3R	2924865	2924867	-	0
chr3R	2924925	2924928	-	0
chr3R	2925121	2925137	-	0
chr3R	2940806	2940808	-	0
chr3R	2941158	2941159	-	0
chr3R	2941439	2941441	-	0.0525525525525525
chr3R	2950271	2950272	+	0
chr3R	2950302	2950303	+	0
chr3R	2950367	2950368	+	0
chr3R	2953755	2953758	-	0
chr3R	2970447	2970456	+	0
chr3R	2971786	2971787	-	0.145748987854251
chr3R	2972004	2972006	-	0
chr3R	2974389	2974397	-	0
chr3R	3018657	3018687	+	0
chr3R	3075453	3075470	-	0
chr3R	3298280	3298281	-	0
chr3R	3357303	3357314	+	0.0047846889952153
chr3R	3478324	3478325	-	0
chr3R	3728783	3728784	-	0
chr3R	3728839	3728841	-	0
chr3R	3742024	3742025	+	0
chr3R	3747384	3747389	+	0.0380487804878049
chr3R	3809630	3809632	-	0
chr3R	3814614	3814617	-	0.0324786324786325
chr3R	3821429	3821483	-	0
chr3R	3838921	3838922	-	0
chr3R	3844565	3844582	-	0
chr3R	3846032	3846033	-	0
chr3R	3857675	3857676	+	0
chr3R	3859021	3859022	+	0
chr3R	3948451	3948452	+	0
chr3R	4071354	4071355	+	0
chr3R	4089379	4089385	-	0
chr3R	4127119	4127138	+	0
chr3R	4127172	4127188	+	0
chr3R	4165694	4165706	-	0
chr3R	4166734	4166735	-	0.0974358974358975
chr3R	4170130	4170131	+	0
chr3R	4172034	4172056	+	0
chr3R	4183052	4183053	+	0
chr3R	4188263	4188264	-	0
chr3R	4208231	4208232	-	0
chr3R	4212623	4212624	-	0
chr3R	4343607	4343608	+	0
chr3R	4349688	4349689	+	0
chr3R	4422073	4422076	-	0
chr3R	4474458	4474459	-	0
chr3R	4475254	4475257	-	0
chr3R	4482458	4482471	-	0
chr3R	4482866	4482868	-	0
chr3R	4488081	4488093	-	0
chr3R	4499313	4499314	+	0.0998650472334683
chr3R	4500866	4500870	+	0
chr3R	4502384	4502386	-	0
chr3R	4538707	4538708	+	0
chr3R	4542702	4542706	+	0
chr3R	4543715	4543719	+	0
chr3R	4543825	4543850	+	0.020390243902439
chr3R	4555590	4555599	-	0
chr3R	4555674	4555687	-	0
chr3R	4557402	4557403	-	0
chr3R	4577779	4577780	+	0
chr3R	4628147	4628168	+	0
chr3R	4632042	4632043	+	0
chr3R	4633096	4633097	+	0
chr3R	4641158	4641168	-	0
chr3R	4641341	4641343	-	0
chr3R	4641443	4641445	-	0
chr3R	4641719	4641721	-	0
chr3R	4643474	4643475	-	0
chr3R	4643501	4643514	-	0
chr3R	4643537	4643573	-	0
